"ICD","Description","ICA","LGPS","RF","Lasso"
"G587","Mononeuritis multiplex",2141,2127.5,1984.5,1838
"G609","Hereditäre und idiopathische Neuropathie, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"G611","Serumpolyneuropathie",2141,2127.5,1984.5,1838
"G708","Sonstige näher bezeichnete neuromuskuläre Krankheiten",2141,2127.5,1984.5,1838
"G711","Myotone Syndrome",2141,2127.5,1984.5,1838
"G724","Entzündliche Myopathie, anderenorts nicht klassifiziert",2141,2127.5,1984.5,1838
"G833","Monoparese und Monoplegie, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"G838","Sonstige näher bezeichnete Lähmungssyndrome",2141,2127.5,1984.5,1838
"G908","Sonstige Krankheiten des autonomen Nervensystems",2141,2127.5,1984.5,1838
"G919","Hydrozephalus, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"G939","Krankheit des Gehirns, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"G968","Sonstige näher bezeichnete Krankheiten des Zentralnervensystems",2141,2127.5,1984.5,1838
"G971","Sonstige Reaktion auf Spinal- und Lumbalpunktion",2141,2127.5,1984.5,1838
"H027","Sonstige degenerative Affektionen des Augenlides und der Umgebung des Auges",2141,2127.5,1984.5,1838
"H029","Affektion des Augenlides, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"H041","Sonstige Affektionen der Tränendrüse",2141,2127.5,1984.5,1838
"H048","Sonstige Affektionen des Tränenapparates",2141,2127.5,1984.5,1838
"H058","Sonstige Affektionen der Orbita",2141,2127.5,1984.5,1838
"H178","Sonstige Hornhautnarben und -trübungen",2141,2127.5,1984.5,1838
"H179","Hornhautnarbe und -trübung, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"H181","Keratopathia bullosa",2141,2127.5,1984.5,1838
"H182","Sonstiges Hornhautödem",2141,2127.5,1984.5,1838
"H186","Keratokonus",2141,2127.5,1984.5,1838
"H201","Chronische Iridozyklitis",2141,2127.5,1984.5,1838
"H218","Sonstige näher bezeichnete Affektionen der Iris und des Ziliarkörpers",2141,2127.5,1984.5,1838
"H278","Sonstige näher bezeichnete Affektionen der Linse",2141,2127.5,1984.5,1838
"H301","Disseminierte Chorioretinitis",2141,2127.5,1984.5,1838
"H302","Cyclitis posterior",2141,2127.5,1984.5,1838
"H313","Blutung und Ruptur der Aderhaut",2141,2127.5,1984.5,1838
"H349","Netzhautgefäßverschluss, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"H351","Retinopathia praematurorum",2141,2127.5,1984.5,1838
"H352","Sonstige proliferative Retinopathie",2141,2127.5,1984.5,1838
"H357","Abhebung von Netzhautschichten",2141,2127.5,1984.5,1838
"H447","Verbliebener (alter) amagnetischer intraokularer Fremdkörper",2141,2127.5,1984.5,1838
"H471","Stauungspapille, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"H472","Optikusatrophie",2141,2127.5,1984.5,1838
"H491","Lähmung des N. trochlearis [IV. Hirnnerv]",2141,2127.5,1984.5,1838
"H494","Ophthalmoplegia progressiva externa",2141,2127.5,1984.5,1838
"H505","Heterophorie",2141,2127.5,1984.5,1838
"H508","Sonstiger näher bezeichneter Strabismus",2141,2127.5,1984.5,1838
"H522","Astigmatismus",2141,2127.5,1984.5,1838
"H524","Presbyopie",2141,2127.5,1984.5,1838
"H549","Nicht näher bezeichnete Sehbeeinträchtigung (binokular)",2141,2127.5,1984.5,1838
"H571","Augenschmerzen",2141,2127.5,1984.5,1838
"H578","Sonstige näher bezeichnete Affektionen des Auges und der Augenanhangsgebilde",2141,2127.5,1984.5,1838
"H602","Otitis externa maligna",2141,2127.5,1984.5,1838
"H605","Akute Otitis externa, nichtinfektiös",2141,2127.5,1984.5,1838
"H618","Sonstige näher bezeichnete Krankheiten des äußeren Ohres",2141,2127.5,1984.5,1838
"H660","Akute eitrige Otitis media",2141,2127.5,1984.5,1838
"H662","Chronische epitympanale Otitis media",2141,2127.5,1984.5,1838
"H729","Trommelfellperforation, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"H741","Otitis media adhaesiva",2141,2127.5,1984.5,1838
"H800","Otosklerose mit Beteiligung der Fenestra vestibuli, nichtobliterierend",2141,2127.5,1984.5,1838
"H901","Einseitiger Hörverlust durch Schallleitungsstörung bei nicht eingeschränktem Hörvermögen der anderen Seite",2141,2127.5,1984.5,1838
"H902","Hörverlust durch Schallleitungsstörung, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"H906","Kombinierter beidseitiger Hörverlust durch Schallleitungs- und Schallempfindungsstörung",2141,2127.5,1984.5,1838
"H910","Ototoxischer Hörverlust",2141,2127.5,1984.5,1838
"H932","Sonstige abnorme Hörempfindungen",2141,2127.5,1984.5,1838
"H950","Rezidivierendes Cholesteatom in der Mastoidhöhle nach Mastoidektomie",2141,2127.5,1984.5,1838
"I058","Sonstige Mitralklappenkrankheiten",2141,2127.5,1984.5,1838
"I130","Hypertensive Herz- und Nierenkrankheit mit (kongestiver) Herzinsuffizienz",2141,2127.5,1984.5,1838
"I152","Hypertonie als Folge von endokrinen Krankheiten",2141,2127.5,1984.5,1838
"I158","Sonstige sekundäre Hypertonie",2141,2127.5,1984.5,1838
"I159","Sekundäre Hypertonie, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"I220","Rezidivierender Myokardinfarkt der Vorderwand",2141,2127.5,1984.5,1838
"I221","Rezidivierender Myokardinfarkt der Hinterwand",2141,2127.5,1984.5,1838
"I229","Rezidivierender Myokardinfarkt an nicht näher bezeichneter Lokalisation",2141,2127.5,1984.5,1838
"I230","Hämoperikard als akute Komplikation nach akutem Myokardinfarkt",2141,2127.5,1984.5,1838
"I233","Ruptur der Herzwand ohne Hämoperikard als akute Komplikation nach akutem Myokardinfarkt",2141,2127.5,1984.5,1838
"I236","Thrombose des Vorhofes, des Herzohres oder der Kammer als akute Komplikation nach akutem Myokardinfarkt",2141,2127.5,1984.5,1838
"I248","Sonstige Formen der akuten ischämischen Herzkrankheit",2141,2127.5,1984.5,1838
"I311","Chronische konstriktive Perikarditis",2141,2127.5,1984.5,1838
"I318","Sonstige näher bezeichnete Krankheiten des Perikards",2141,2127.5,1984.5,1838
"I368","Sonstige nichtrheumatische Trikuspidalklappenkrankheiten",2141,2127.5,1984.5,1838
"I372","Pulmonalklappenstenose mit Insuffizienz",2141,2127.5,1984.5,1838
"I424","Endokardfibroelastose",2141,2127.5,1984.5,1838
"I459","Kardiale Erregungsleitungsstörung, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"I492","AV-junktionale Extrasystolie",2141,2127.5,1984.5,1838
"I607","Subarachnoidalblutung, von nicht näher bezeichneter intrakranieller Arterie ausgehend",2141,2127.5,1984.5,1838
"I621","Nichttraumatische extradurale Blutung",2141,2127.5,1984.5,1838
"I636","Hirninfarkt durch Thrombose der Hirnvenen, nichteitrig",2141,2127.5,1984.5,1838
"I670","Dissektion zerebraler Arterien",2141,2127.5,1984.5,1838
"I722","Aneurysma und Dissektion der Nierenarterie",2141,2127.5,1984.5,1838
"I730","Raynaud-Syndrom",2141,2127.5,1984.5,1838
"I749","Embolie und Thrombose nicht näher bezeichneter Arterie",2141,2127.5,1984.5,1838
"I780","Hereditäre hämorrhagische Teleangiektasie",2141,2127.5,1984.5,1838
"I823","Embolie und Thrombose der Nierenvene",2141,2127.5,1984.5,1838
"I861","Skrotumvarizen",2141,2127.5,1984.5,1838
"I862","Beckenvarizen",2141,2127.5,1984.5,1838
"I880","Unspezifische mesenteriale Lymphadenitis",2141,2127.5,1984.5,1838
"I889","Unspezifische Lymphadenitis, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"I891","Lymphangitis",2141,2127.5,1984.5,1838
"I950","Idiopathische Hypotonie",2141,2127.5,1984.5,1838
"I972","Lymphödem nach Mastektomie",2141,2127.5,1984.5,1838
"J010","Akute Sinusitis maxillaris",2141,2127.5,1984.5,1838
"J011","Akute Sinusitis frontalis",2141,2127.5,1984.5,1838
"J014","Akute Pansinusitis",2141,2127.5,1984.5,1838
"J018","Sonstige akute Sinusitis",2141,2127.5,1984.5,1838
"J030","Streptokokken-Tonsillitis",2141,2127.5,1984.5,1838
"J051","Akute Epiglottitis",2141,2127.5,1984.5,1838
"J110","Grippe mit Pneumonie, Viren nicht nachgewiesen",2141,2127.5,1984.5,1838
"J128","Pneumonie durch sonstige Viren",2141,2127.5,1984.5,1838
"J301","Allergische Rhinopathie durch Pollen",2141,2127.5,1984.5,1838
"J304","Allergische Rhinopathie, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"J351","Hyperplasie der Gaumenmandeln",2141,2127.5,1984.5,1838
"J353","Hyperplasie der Gaumenmandeln mit Hyperplasie der Rachenmandel",2141,2127.5,1984.5,1838
"J385","Laryngospasmus",2141,2127.5,1984.5,1838
"J60","Kohlenbergarbeiter-Pneumokoniose",2141,2127.5,1984.5,1838
"J628","Pneumokoniose durch sonstigen Quarzstaub",2141,2127.5,1984.5,1838
"J670","Farmerlunge",2141,2127.5,1984.5,1838
"J680","Bronchitis und Pneumonie durch chemische Substanzen, Gase, Rauch und Dämpfe",2141,2127.5,1984.5,1838
"J682","Entzündung der oberen Atemwege durch chemische Substanzen, Gase, Rauch und Dämpfe, anderenorts nicht klassifiziert",2141,2127.5,1984.5,1838
"J700","Akute Lungenbeteiligung bei Strahleneinwirkung",2141,2127.5,1984.5,1838
"J82","Eosinophiles Lungeninfiltrat, anderenorts nicht klassifiziert",2141,2127.5,1984.5,1838
"J853","Abszess des Mediastinums",2141,2127.5,1984.5,1838
"J929","Pleuraplaques ohne Nachweis von Asbest",2141,2127.5,1984.5,1838
"J940","Chylöser (Pleura-) Erguss",2141,2127.5,1984.5,1838
"J953","Chronische pulmonale Insuffizienz nach Operation",2141,2127.5,1984.5,1838
"J982","Interstitielles Emphysem",2141,2127.5,1984.5,1838
"J989","Atemwegskrankheit, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"K010","Retinierte Zähne",2141,2127.5,1984.5,1838
"K011","Impaktierte Zähne",2141,2127.5,1984.5,1838
"K022","Karies des Zements",2141,2127.5,1984.5,1838
"K068","Sonstige näher bezeichnete Krankheiten der Gingiva und des zahnlosen Alveolarkammes",2141,2127.5,1984.5,1838
"K071","Anomalien des Kiefer-Schädelbasis-Verhältnisses",2141,2127.5,1984.5,1838
"K073","Zahnstellungsanomalien",2141,2127.5,1984.5,1838
"K111","Speicheldrüsenhypertrophie",2141,2127.5,1984.5,1838
"K115","Sialolithiasis",2141,2127.5,1984.5,1838
"K116","Mukozele der Speicheldrüsen",2141,2127.5,1984.5,1838
"K117","Störungen der Speichelsekretion",2141,2127.5,1984.5,1838
"K140","Glossitis",2141,2127.5,1984.5,1838
"K229","Krankheit des Ösophagus, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"K279","Ulcus pepticum, Lokalisation nicht näher bezeichnet: Weder als akut noch als chronisch bezeichnet, ohne Blutung oder Perforation",2141,2127.5,1984.5,1838
"K299","Gastroduodenitis, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"K319","Krankheit des Magens und des Duodenums, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"K37","Nicht näher bezeichnete Appendizitis",2141,2127.5,1984.5,1838
"K381","Appendixkonkremente",2141,2127.5,1984.5,1838
"K404","Hernia inguinalis, einseitig oder ohne Seitenangabe, mit Gangrän",2141,2127.5,1984.5,1838
"K410","Doppelseitige Hernia femoralis mit Einklemmung, ohne Gangrän",2141,2127.5,1984.5,1838
"K433","Parastomale Hernie mit Einklemmung, ohne Gangrän",2141,2127.5,1984.5,1838
"K437","Sonstige und nicht näher bezeichnete Hernia ventralis mit Gangrän",2141,2127.5,1984.5,1838
"K450","Sonstige näher bezeichnete abdominale Hernien mit Einklemmung, ohne Gangrän",2141,2127.5,1984.5,1838
"K458","Sonstige näher bezeichnete abdominale Hernien ohne Einklemmung und ohne Gangrän",2141,2127.5,1984.5,1838
"K469","Nicht näher bezeichnete abdominale Hernie ohne Einklemmung und ohne Gangrän",2141,2127.5,1984.5,1838
"K575","Divertikulose sowohl des Dünndarmes als auch des Dickdarmes ohne Perforation oder Abszess",2141,2127.5,1984.5,1838
"K593","Megakolon, anderenorts nicht klassifiziert",2141,2127.5,1984.5,1838
"K604","Rektalfistel",2141,2127.5,1984.5,1838
"K605","Anorektalfistel",2141,2127.5,1984.5,1838
"K614","Intrasphinktärer Abszess",2141,2127.5,1984.5,1838
"K624","Stenose des Anus und des Rektums",2141,2127.5,1984.5,1838
"K627","Strahlenproktitis",2141,2127.5,1984.5,1838
"K639","Darmkrankheit, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"K721","Chronisches Leberversagen",2141,2127.5,1984.5,1838
"K740","Leberfibrose",2141,2127.5,1984.5,1838
"K808","Sonstige Cholelithiasis",2141,2127.5,1984.5,1838
"K820","Verschluss der Gallenblase",2141,2127.5,1984.5,1838
"K835","Biliäre Zyste",2141,2127.5,1984.5,1838
"K838","Sonstige näher bezeichnete Krankheiten der Gallenwege",2141,2127.5,1984.5,1838
"K908","Sonstige intestinale Malabsorption",2141,2127.5,1984.5,1838
"K911","Syndrome des operierten Magens",2141,2127.5,1984.5,1838
"L001","Staphylococcal scalded skin syndrome [SSS-Syndrom]: Befall von 30 % der Körperoberfläche und mehr",2141,2127.5,1984.5,1838
"L011","Sekundäre Impetiginisation anderer Dermatosen",2141,2127.5,1984.5,1838
"L020","Hautabszess, Furunkel und Karbunkel im Gesicht",2141,2127.5,1984.5,1838
"L039","Phlegmone, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"L041","Akute Lymphadenitis am Rumpf",2141,2127.5,1984.5,1838
"L100","Pemphigus vulgaris",2141,2127.5,1984.5,1838
"L102","Pemphigus foliaceus",2141,2127.5,1984.5,1838
"L121","Vernarbendes Pemphigoid",2141,2127.5,1984.5,1838
"L130","Dermatitis herpetiformis [Duhring]",2141,2127.5,1984.5,1838
"L138","Sonstige näher bezeichnete bullöse Dermatosen",2141,2127.5,1984.5,1838
"L139","Bullöse Dermatose, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"L219","Seborrhoisches Ekzem, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"L230","Allergische Kontaktdermatitis durch Metalle",2141,2127.5,1984.5,1838
"L232","Allergische Kontaktdermatitis durch Kosmetika",2141,2127.5,1984.5,1838
"L238","Allergische Kontaktdermatitis durch sonstige Agenzien",2141,2127.5,1984.5,1838
"L249","Toxische Kontaktdermatitis, nicht näher bezeichnete Ursache",2141,2127.5,1984.5,1838
"L259","Nicht näher bezeichnete Kontaktdermatitis, nicht näher bezeichnete Ursache",2141,2127.5,1984.5,1838
"L26","Exfoliative Dermatitis",2141,2127.5,1984.5,1838
"L278","Dermatitis durch sonstige oral, enteral oder parenteral aufgenommene Substanzen",2141,2127.5,1984.5,1838
"L413","Kleinfleckige Parapsoriasis en plaques",2141,2127.5,1984.5,1838
"L418","Sonstige Parapsoriasis",2141,2127.5,1984.5,1838
"L431","Lichen ruber pemphigoides",2141,2127.5,1984.5,1838
"L438","Sonstiger Lichen ruber planus",2141,2127.5,1984.5,1838
"L440","Pityriasis rubra pilaris",2141,2127.5,1984.5,1838
"L509","Urtikaria, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"L518","Sonstiges Erythema exsudativum multiforme",2141,2127.5,1984.5,1838
"L519","Erythema exsudativum multiforme, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"L52","Erythema nodosum",2141,2127.5,1984.5,1838
"L560","Phototoxische Reaktion auf Arzneimittel",2141,2127.5,1984.5,1838
"L578","Sonstige Hautveränderungen durch chronische Exposition gegenüber nichtionisierender Strahlung",2141,2127.5,1984.5,1838
"L580","Akute Radiodermatitis",2141,2127.5,1984.5,1838
"L601","Onycholysis",2141,2127.5,1984.5,1838
"L661","Lichen planopilaris",2141,2127.5,1984.5,1838
"L711","Rhinophym",2141,2127.5,1984.5,1838
"L718","Sonstige Rosazea",2141,2127.5,1984.5,1838
"L748","Sonstige Krankheiten der ekkrinen Schweißdrüsen",2141,2127.5,1984.5,1838
"L814","Sonstige Melanin-Hyperpigmentierung",2141,2127.5,1984.5,1838
"L817","Pigmentpurpura",2141,2127.5,1984.5,1838
"L82","Seborrhoische Keratose",2141,2127.5,1984.5,1838
"L84","Hühneraugen und Horn- (Haut-) Schwielen",2141,2127.5,1984.5,1838
"L900","Lichen sclerosus et atrophicus",2141,2127.5,1984.5,1838
"L904","Akrodermatitis chronica atrophicans",2141,2127.5,1984.5,1838
"L921","Nekrobiosis lipoidica, anderenorts nicht klassifiziert",2141,2127.5,1984.5,1838
"L923","Fremdkörpergranulom der Haut und der Unterhaut",2141,2127.5,1984.5,1838
"L929","Granulomatöse Krankheit der Haut und der Unterhaut, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"L940","Sclerodermia circumscripta [Morphaea]",2141,2127.5,1984.5,1838
"L950","Livedo-Vaskulitis",2141,2127.5,1984.5,1838
"L987","",2141,2127.5,1984.5,1838
"M008","Arthritis und Polyarthritis durch sonstige näher bezeichnete bakterielle Erreger",2141,2127.5,1984.5,1838
"M028","Sonstige reaktive Arthritiden",2141,2127.5,1984.5,1838
"M061","Adulte Form der Still-Krankheit",2141,2127.5,1984.5,1838
"M080","Juvenile chronische Polyarthritis, adulter Typ",2141,2127.5,1984.5,1838
"M082","Juvenile chronische Arthritis, systemisch beginnende Form",2141,2127.5,1984.5,1838
"M083","Juvenile chronische Arthritis (seronegativ), polyartikuläre Form",2141,2127.5,1984.5,1838
"M084","Juvenile chronische Arthritis, oligoartikuläre Form",2141,2127.5,1984.5,1838
"M088","Sonstige juvenile Arthritis",2141,2127.5,1984.5,1838
"M118","Sonstige näher bezeichnete Kristall-Arthropathien",2141,2127.5,1984.5,1838
"M122","Villonoduläre Synovitis (pigmentiert)",2141,2127.5,1984.5,1838
"M123","Palindromer Rheumatismus",2141,2127.5,1984.5,1838
"M128","Sonstige näher bezeichnete Arthropathien, anderenorts nicht klassifiziert",2141,2127.5,1984.5,1838
"M138","Sonstige näher bezeichnete Arthritis",2141,2127.5,1984.5,1838
"M139","Arthritis, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"M164","Posttraumatische Koxarthrose, beidseitig",2141,2127.5,1984.5,1838
"M172","Posttraumatische Gonarthrose, beidseitig",2141,2127.5,1984.5,1838
"M174","Sonstige sekundäre Gonarthrose, beidseitig",2141,2127.5,1984.5,1838
"M183","Sonstige posttraumatische Rhizarthrose",2141,2127.5,1984.5,1838
"M206","Erworbene Deformität der Zehe(n), nicht näher bezeichnet",2141,2127.5,1984.5,1838
"M211","Varusdeformität, anderenorts nicht klassifiziert",2141,2127.5,1984.5,1838
"M213","Fallhand oder Hängefuß (erworben)",2141,2127.5,1984.5,1838
"M214","Plattfuß [Pes planus] (erworben)",2141,2127.5,1984.5,1838
"M215","Erworbene Klauenhand, Klumphand, erworbener Klauenfuß und Klumpfuß",2141,2127.5,1984.5,1838
"M217","Unterschiedliche Extremitätenlänge (erworben)",2141,2127.5,1984.5,1838
"M218","Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten",2141,2127.5,1984.5,1838
"M219","Erworbene Deformität einer Extremität, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"M220","Habituelle Luxation der Patella",2141,2127.5,1984.5,1838
"M221","Habituelle Subluxation der Patella",2141,2127.5,1984.5,1838
"M223","Sonstige Schädigungen der Patella",2141,2127.5,1984.5,1838
"M236","Sonstige Spontanruptur eines oder mehrerer Bänder des Kniegelenkes",2141,2127.5,1984.5,1838
"M240","Freier Gelenkkörper",2141,2127.5,1984.5,1838
"M243","Pathologische Luxation und Subluxation eines Gelenkes, anderenorts nicht klassifiziert",2141,2127.5,1984.5,1838
"M259","Gelenkkrankheit, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"M301","Panarteriitis mit Lungenbeteiligung",2141,2127.5,1984.5,1838
"M310","Hypersensitivitätsangiitis",2141,2127.5,1984.5,1838
"M314","Aortenbogen-Syndrom [Takayasu-Syndrom]",2141,2127.5,1984.5,1838
"M318","Sonstige näher bezeichnete nekrotisierende Vaskulopathien",2141,2127.5,1984.5,1838
"M328","Sonstige Formen des systemischen Lupus erythematodes",2141,2127.5,1984.5,1838
"M340","Progressive systemische Sklerose",2141,2127.5,1984.5,1838
"M400","Kyphose als Haltungsstörung",2141,2127.5,1984.5,1838
"M403","Flachrücken",2141,2127.5,1984.5,1838
"M404","Sonstige Lordose",2141,2127.5,1984.5,1838
"M414","Neuromyopathische Skoliose",2141,2127.5,1984.5,1838
"M430","Spondylolyse",2141,2127.5,1984.5,1838
"M436","Tortikollis",2141,2127.5,1984.5,1838
"M438","Sonstige näher bezeichnete Deformitäten der Wirbelsäule und des Rückens",2141,2127.5,1984.5,1838
"M469","Entzündliche Spondylopathie, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"M470","Arteria-spinalis-anterior-Kompressionssyndrom und Arteria-vertebralis-Kompressionssyndrom",2141,2127.5,1984.5,1838
"M489","Spondylopathie, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"M503","Sonstige zervikale Bandscheibendegeneration",2141,2127.5,1984.5,1838
"M508","Sonstige zervikale Bandscheibenschäden",2141,2127.5,1984.5,1838
"M601","Interstitielle Myositis",2141,2127.5,1984.5,1838
"M609","Myositis, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"M619","Kalzifikation und Ossifikation von Muskeln, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"M626","Muskelzerrung",2141,2127.5,1984.5,1838
"M629","Muskelkrankheit, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"M660","Ruptur einer Poplitealzyste",2141,2127.5,1984.5,1838
"M661","Ruptur der Synovialis",2141,2127.5,1984.5,1838
"M664","Spontanruptur sonstiger Sehnen",2141,2127.5,1984.5,1838
"M665","Spontanruptur von nicht näher bezeichneten Sehnen",2141,2127.5,1984.5,1838
"M670","Achillessehnenverkürzung (erworben)",2141,2127.5,1984.5,1838
"M671","Sonstige Sehnen- (Scheiden-) Kontraktur",2141,2127.5,1984.5,1838
"M678","Sonstige näher bezeichnete Krankheiten der Synovialis und der Sehnen",2141,2127.5,1984.5,1838
"M707","Sonstige Bursitis im Bereich der Hüfte",2141,2127.5,1984.5,1838
"M710","Schleimbeutelabszess",2141,2127.5,1984.5,1838
"M715","Sonstige Bursitis, anderenorts nicht klassifiziert",2141,2127.5,1984.5,1838
"M758","Sonstige Schulterläsionen",2141,2127.5,1984.5,1838
"M765","Tendinitis der Patellarsehne",2141,2127.5,1984.5,1838
"M768","Sonstige Enthesopathien der unteren Extremität mit Ausnahme des Fußes",2141,2127.5,1984.5,1838
"M775","Sonstige Enthesopathie des Fußes",2141,2127.5,1984.5,1838
"M795","Verbliebener Fremdkörper im Weichteilgewebe",2141,2127.5,1984.5,1838
"M814","Arzneimittelinduzierte Osteoporose",2141,2127.5,1984.5,1838
"M850","Fibröse Dysplasie (monostotisch)",2141,2127.5,1984.5,1838
"M854","Solitäre Knochenzyste",2141,2127.5,1984.5,1838
"M856","Sonstige Knochenzyste",2141,2127.5,1984.5,1838
"M858","Sonstige näher bezeichnete Veränderungen der Knochendichte und -struktur",2141,2127.5,1984.5,1838
"M863","Chronische multifokale Osteomyelitis",2141,2127.5,1984.5,1838
"M865","Sonstige chronische hämatogene Osteomyelitis",2141,2127.5,1984.5,1838
"M873","Sonstige sekundäre Knochennekrose",2141,2127.5,1984.5,1838
"M879","Knochennekrose, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"M899","Knochenkrankheit, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"M922","Juvenile Osteochondrose der Hand",2141,2127.5,1984.5,1838
"M926","Juvenile Osteochondrose des Tarsus",2141,2127.5,1984.5,1838
"M928","Sonstige näher bezeichnete juvenile Osteochondrose",2141,2127.5,1984.5,1838
"M939","Osteochondropathie, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"M969","Krankheit des Muskel-Skelett-Systems nach medizinischen Maßnahmen, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"M992","Subluxationsstenose des Spinalkanals",2141,2127.5,1984.5,1838
"N015","Rapid-progressives nephritisches Syndrom: Diffuse mesangiokapilläre Glomerulonephritis",2141,2127.5,1984.5,1838
"N017","Rapid-progressives nephritisches Syndrom: Glomerulonephritis mit diffuser Halbmondbildung",2141,2127.5,1984.5,1838
"N019","Rapid-progressives nephritisches Syndrom: Art der morphologischen Veränderung nicht näher bezeichnet",2141,2127.5,1984.5,1838
"N029","Rezidivierende und persistierende Hämaturie: Art der morphologischen Veränderung nicht näher bezeichnet",2141,2127.5,1984.5,1838
"N033","Chronisches nephritisches Syndrom: Diffuse mesangioproliferative Glomerulonephritis",2141,2127.5,1984.5,1838
"N048","Nephrotisches Syndrom: Sonstige morphologische Veränderungen",2141,2127.5,1984.5,1838
"N052","Nicht näher bezeichnetes nephritisches Syndrom: Diffuse membranöse Glomerulonephritis",2141,2127.5,1984.5,1838
"N060","Isolierte Proteinurie mit Angabe morphologischer Veränderungen: Minimale glomeruläre Läsion",2141,2127.5,1984.5,1838
"N111","Chronische obstruktive Pyelonephritis",2141,2127.5,1984.5,1838
"N119","Chronische tubulointerstitielle Nephritis, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"N134","Hydroureter",2141,2127.5,1984.5,1838
"N151","Nierenabszess und perinephritischer Abszess",2141,2127.5,1984.5,1838
"N209","Harnstein, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"N259","Krankheit infolge Schädigung der tubulären Nierenfunktion, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"N289","Krankheit der Niere und des Ureters, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"N329","Krankheit der Harnblase, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"N351","Postinfektiöse Harnröhrenstriktur, anderenorts nicht klassifiziert",2141,2127.5,1984.5,1838
"N391","Persistierende Proteinurie, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"N420","Prostatastein",2141,2127.5,1984.5,1838
"N482","Sonstige entzündliche Krankheiten des Penis",2141,2127.5,1984.5,1838
"N500","Hodenatrophie",2141,2127.5,1984.5,1838
"N603","Fibrosklerose der Mamma",2141,2127.5,1984.5,1838
"N608","Sonstige gutartige Mammadysplasien",2141,2127.5,1984.5,1838
"N63","Nicht näher bezeichnete Knoten in der Mamma [Brustdrüse]",2141,2127.5,1984.5,1838
"N644","Mastodynie",2141,2127.5,1984.5,1838
"N648","Sonstige näher bezeichnete Krankheiten der Mamma",2141,2127.5,1984.5,1838
"N710","Akute entzündliche Krankheit des Uterus, ausgenommen der Zervix",2141,2127.5,1984.5,1838
"N734","Chronische Pelveoperitonitis bei der Frau",2141,2127.5,1984.5,1838
"N738","Sonstige näher bezeichnete entzündliche Krankheiten im weiblichen Becken",2141,2127.5,1984.5,1838
"N762","Akute Vulvitis",2141,2127.5,1984.5,1838
"N766","Ulzeration der Vulva",2141,2127.5,1984.5,1838
"N802","Endometriose der Tuba uterina",2141,2127.5,1984.5,1838
"N805","Endometriose des Darmes",2141,2127.5,1984.5,1838
"N808","Sonstige Endometriose",2141,2127.5,1984.5,1838
"N809","Endometriose, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"N810","Urethrozele bei der Frau",2141,2127.5,1984.5,1838
"N830","Follikelzyste des Ovars",2141,2127.5,1984.5,1838
"N831","Zyste des Corpus luteum",2141,2127.5,1984.5,1838
"N835","Torsion des Ovars, des Ovarstieles und der Tuba uterina",2141,2127.5,1984.5,1838
"N838","Sonstige nichtentzündliche Krankheiten des Ovars, der Tuba uterina und des Lig. latum uteri",2141,2127.5,1984.5,1838
"N842","Polyp der Vagina",2141,2127.5,1984.5,1838
