"ICD","Description","ICA","LGPS","RF","Lasso"
"J980","Krankheiten der Bronchien, anderenorts nicht klassifiziert",2186,2185,2031,1716
"J982","Interstitielles Emphysem",2186,2185,2031,1716
"J985","Krankheiten des Mediastinums, anderenorts nicht klassifiziert",2186,2185,2031,1716
"J986","Krankheiten des Zwerchfells",2186,2185,2031,1716
"J988","Sonstige näher bezeichnete Krankheiten der Atemwege",2186,2185,2031,1716
"K010","Retinierte Zähne",2186,2185,2031,1716
"K011","Impaktierte Zähne",2186,2185,2031,1716
"K025","Karies mit freiliegender Pulpa",2186,2185,2031,1716
"K028","Sonstige Zahnkaries",2186,2185,2031,1716
"K029","Zahnkaries, nicht näher bezeichnet",2186,2185,2031,1716
"K040","Pulpitis",2186,2185,2031,1716
"K044","Akute apikale Parodontitis pulpalen Ursprungs",2186,2185,2031,1716
"K046","Periapikaler Abszess mit Fistel",2186,2185,2031,1716
"K048","Radikuläre Zyste",2186,2185,2031,1716
"K049","Sonstige und nicht näher bezeichnete Krankheiten der Pulpa und des periapikalen Gewebes",2186,2185,2031,1716
"K053","Chronische Parodontitis",2186,2185,2031,1716
"K068","Sonstige näher bezeichnete Krankheiten der Gingiva und des zahnlosen Alveolarkammes",2186,2185,2031,1716
"K071","Anomalien des Kiefer-Schädelbasis-Verhältnisses",2186,2185,2031,1716
"K072","Anomalien des Zahnbogenverhältnisses",2186,2185,2031,1716
"K073","Zahnstellungsanomalien",2186,2185,2031,1716
"K076","Krankheiten des Kiefergelenkes",2186,2185,2031,1716
"K082","Atrophie des zahnlosen Alveolarkammes",2186,2185,2031,1716
"K090","Entwicklungsbedingte odontogene Zysten",2186,2185,2031,1716
"K092","Sonstige Kieferzysten",2186,2185,2031,1716
"K102","Entzündliche Zustände der Kiefer",2186,2185,2031,1716
"K108","Sonstige näher bezeichnete Krankheiten der Kiefer",2186,2185,2031,1716
"K111","Speicheldrüsenhypertrophie",2186,2185,2031,1716
"K113","Speicheldrüsenabszess",2186,2185,2031,1716
"K115","Sialolithiasis",2186,2185,2031,1716
"K116","Mukozele der Speicheldrüsen",2186,2185,2031,1716
"K117","Störungen der Speichelsekretion",2186,2185,2031,1716
"K120","Rezidivierende orale Aphthen",2186,2185,2031,1716
"K121","Sonstige Formen der Stomatitis",2186,2185,2031,1716
"K123","Orale Mukositis (ulzerativ)",2186,2185,2031,1716
"K132","Leukoplakie und sonstige Affektionen des Mundhöhlenepithels, einschließlich Zunge",2186,2185,2031,1716
"K136","Irritative Hyperplasie der Mundschleimhaut",2186,2185,2031,1716
"K137","Sonstige und nicht näher bezeichnete Läsionen der Mundschleimhaut",2186,2185,2031,1716
"K140","Glossitis",2186,2185,2031,1716
"K143","Hypertrophie der Zungenpapillen",2186,2185,2031,1716
"K148","Sonstige Krankheiten der Zunge",2186,2185,2031,1716
"K20","Ösophagitis",2186,2185,2031,1716
"K220","Achalasie der Kardia",2186,2185,2031,1716
"K224","Dyskinesie des Ösophagus",2186,2185,2031,1716
"K227","Barrett-Ösophagus",2186,2185,2031,1716
"K229","Krankheit des Ösophagus, nicht näher bezeichnet",2186,2185,2031,1716
"K251","Ulcus ventriculi: Akut, mit Perforation",2186,2185,2031,1716
"K255","Ulcus ventriculi: Chronisch oder nicht näher bezeichnet, mit Perforation",2186,2185,2031,1716
"K257","Ulcus ventriculi: Chronisch, ohne Blutung oder Perforation",2186,2185,2031,1716
"K259","Ulcus ventriculi: Weder als akut noch als chronisch bezeichnet, ohne Blutung oder Perforation",2186,2185,2031,1716
"K262","Ulcus duodeni: Akut, mit Blutung und Perforation",2186,2185,2031,1716
"K264","Ulcus duodeni: Chronisch oder nicht näher bezeichnet, mit Blutung",2186,2185,2031,1716
"K265","Ulcus duodeni: Chronisch oder nicht näher bezeichnet, mit Perforation",2186,2185,2031,1716
"K267","Ulcus duodeni: Chronisch, ohne Blutung oder Perforation",2186,2185,2031,1716
"K269","Ulcus duodeni: Weder als akut noch als chronisch bezeichnet, ohne Blutung oder Perforation",2186,2185,2031,1716
"K279","Ulcus pepticum, Lokalisation nicht näher bezeichnet: Weder als akut noch als chronisch bezeichnet, ohne Blutung oder Perforation",2186,2185,2031,1716
"K280","Ulcus pepticum jejuni: Akut, mit Blutung",2186,2185,2031,1716
"K284","Ulcus pepticum jejuni: Chronisch oder nicht näher bezeichnet, mit Blutung",2186,2185,2031,1716
"K285","Ulcus pepticum jejuni: Chronisch oder nicht näher bezeichnet, mit Perforation",2186,2185,2031,1716
"K287","Ulcus pepticum jejuni: Chronisch, ohne Blutung oder Perforation",2186,2185,2031,1716
"K289","Ulcus pepticum jejuni: Weder als akut noch als chronisch bezeichnet, ohne Blutung oder Perforation",2186,2185,2031,1716
"K292","Alkoholgastritis",2186,2185,2031,1716
"K293","Chronische Oberflächengastritis",2186,2185,2031,1716
"K299","Gastroduodenitis, nicht näher bezeichnet",2186,2185,2031,1716
"K30","Funktionelle Dyspepsie",2186,2185,2031,1716
"K312","Sanduhrförmige Striktur und Stenose des Magens",2186,2185,2031,1716
"K315","Duodenalverschluss",2186,2185,2031,1716
"K319","Krankheit des Magens und des Duodenums, nicht näher bezeichnet",2186,2185,2031,1716
"K352","Akute Appendizitis mit generalisierter Peritonitis",2186,2185,2031,1716
"K36","Sonstige Appendizitis",2186,2185,2031,1716
"K37","Nicht näher bezeichnete Appendizitis",2186,2185,2031,1716
"K381","Appendixkonkremente",2186,2185,2031,1716
"K400","Doppelseitige Hernia inguinalis mit Einklemmung, ohne Gangrän",2186,2185,2031,1716
"K401","Doppelseitige Hernia inguinalis mit Gangrän",2186,2185,2031,1716
"K410","Doppelseitige Hernia femoralis mit Einklemmung, ohne Gangrän",2186,2185,2031,1716
"K414","Hernia femoralis, einseitig oder ohne Seitenangabe, mit Gangrän",2186,2185,2031,1716
"K419","Hernia femoralis, einseitig oder ohne Seitenangabe, ohne Einklemmung und ohne Gangrän",2186,2185,2031,1716
"K421","Hernia umbilicalis mit Gangrän",2186,2185,2031,1716
"K431","Narbenhernie mit Gangrän",2186,2185,2031,1716
"K433","Parastomale Hernie mit Einklemmung, ohne Gangrän",2186,2185,2031,1716
"K435","Parastomale Hernie ohne Einklemmung und ohne Gangrän",2186,2185,2031,1716
"K436","Sonstige und nicht näher bezeichnete Hernia ventralis mit Einklemmung, ohne Gangrän",2186,2185,2031,1716
"K437","Sonstige und nicht näher bezeichnete Hernia ventralis mit Gangrän",2186,2185,2031,1716
"K441","Hernia diaphragmatica mit Gangrän",2186,2185,2031,1716
"K450","Sonstige näher bezeichnete abdominale Hernien mit Einklemmung, ohne Gangrän",2186,2185,2031,1716
"K458","Sonstige näher bezeichnete abdominale Hernien ohne Einklemmung und ohne Gangrän",2186,2185,2031,1716
"K469","Nicht näher bezeichnete abdominale Hernie ohne Einklemmung und ohne Gangrän",2186,2185,2031,1716
"K500","Crohn-Krankheit des Dünndarmes",2186,2185,2031,1716
"K508","Sonstige Crohn-Krankheit",2186,2185,2031,1716
"K520","Gastroenteritis und Kolitis durch Strahleneinwirkung",2186,2185,2031,1716
"K522","Allergische und alimentäre Gastroenteritis und Kolitis",2186,2185,2031,1716
"K523","Colitis indeterminata",2186,2185,2031,1716
"K561","Invagination",2186,2185,2031,1716
"K562","Volvulus",2186,2185,2031,1716
"K563","Gallensteinileus",2186,2185,2031,1716
"K570","Divertikulose des Dünndarmes mit Perforation und Abszess",2186,2185,2031,1716
"K571","Divertikulose des Dünndarmes ohne Perforation oder Abszess",2186,2185,2031,1716
"K574","Divertikulose sowohl des Dünndarmes als auch des Dickdarmes mit Perforation und Abszess",2186,2185,2031,1716
"K579","Divertikulose des Darmes, Teil nicht näher bezeichnet, ohne Perforation oder Abszess",2186,2185,2031,1716
"K591","Funktionelle Diarrhoe",2186,2185,2031,1716
"K592","Neurogene Darmstörung, anderenorts nicht klassifiziert",2186,2185,2031,1716
"K593","Megakolon, anderenorts nicht klassifiziert",2186,2185,2031,1716
"K599","Funktionelle Darmstörung, nicht näher bezeichnet",2186,2185,2031,1716
"K602","Analfissur, nicht näher bezeichnet",2186,2185,2031,1716
"K604","Rektalfistel",2186,2185,2031,1716
"K612","Anorektalabszess",2186,2185,2031,1716
"K613","Ischiorektalabszess",2186,2185,2031,1716
"K614","Intrasphinktärer Abszess",2186,2185,2031,1716
"K620","Analpolyp",2186,2185,2031,1716
"K622","Analprolaps",2186,2185,2031,1716
"K624","Stenose des Anus und des Rektums",2186,2185,2031,1716
"K627","Strahlenproktitis",2186,2185,2031,1716
"K629","Krankheit des Anus und des Rektums, nicht näher bezeichnet",2186,2185,2031,1716
"K630","Darmabszess",2186,2185,2031,1716
"K638","Sonstige näher bezeichnete Krankheiten des Darmes",2186,2185,2031,1716
"K639","Darmkrankheit, nicht näher bezeichnet",2186,2185,2031,1716
"K644","Marisken als Folgezustand von Hämorrhoiden",2186,2185,2031,1716
"K645","Perianalvenenthrombose",2186,2185,2031,1716
"K648","Sonstige Hämorrhoiden",2186,2185,2031,1716
"K659","Peritonitis, nicht näher bezeichnet",2186,2185,2031,1716
"K661","Hämoperitoneum",2186,2185,2031,1716
"K701","Alkoholische Hepatitis",2186,2185,2031,1716
"K702","Alkoholische Fibrose und Sklerose der Leber",2186,2185,2031,1716
"K710","Toxische Leberkrankheit mit Cholestase",2186,2185,2031,1716
"K711","Toxische Leberkrankheit mit Lebernekrose",2186,2185,2031,1716
"K713","Toxische Leberkrankheit mit chronisch-persistierender Hepatitis",2186,2185,2031,1716
"K716","Toxische Leberkrankheit mit Hepatitis, anderenorts nicht klassifiziert",2186,2185,2031,1716
"K717","Toxische Leberkrankheit mit Fibrose und Zirrhose der Leber",2186,2185,2031,1716
"K718","Toxische Leberkrankheit mit sonstigen Affektionen der Leber",2186,2185,2031,1716
"K721","Chronisches Leberversagen",2186,2185,2031,1716
"K729","Leberversagen, nicht näher bezeichnet",2186,2185,2031,1716
"K730","Chronische persistierende Hepatitis, anderenorts nicht klassifiziert",2186,2185,2031,1716
"K740","Leberfibrose",2186,2185,2031,1716
"K743","Primäre biliäre Zirrhose",2186,2185,2031,1716
"K754","Autoimmune Hepatitis",2186,2185,2031,1716
"K758","Sonstige näher bezeichnete entzündliche Leberkrankheiten",2186,2185,2031,1716
"K759","Entzündliche Leberkrankheit, nicht näher bezeichnet",2186,2185,2031,1716
"K761","Chronische Stauungsleber",2186,2185,2031,1716
"K765","Venöse okklusive Leberkrankheit [Stuart-Bras-Syndrom]",2186,2185,2031,1716
"K767","Hepatorenales Syndrom",2186,2185,2031,1716
"K769","Leberkrankheit, nicht näher bezeichnet",2186,2185,2031,1716
"K804","Gallengangsstein mit Cholezystitis",2186,2185,2031,1716
"K818","Sonstige Formen der Cholezystitis",2186,2185,2031,1716
"K819","Cholezystitis, nicht näher bezeichnet",2186,2185,2031,1716
"K823","Gallenblasenfistel",2186,2185,2031,1716
"K828","Sonstige näher bezeichnete Krankheiten der Gallenblase",2186,2185,2031,1716
"K832","Perforation des Gallenganges",2186,2185,2031,1716
"K834","Spasmus des Sphinkter Oddi",2186,2185,2031,1716
"K835","Biliäre Zyste",2186,2185,2031,1716
"K839","Krankheit der Gallenwege, nicht näher bezeichnet",2186,2185,2031,1716
"K858","Sonstige akute Pankreatitis",2186,2185,2031,1716
"K861","Sonstige chronische Pankreatitis",2186,2185,2031,1716
"K862","Pankreaszyste",2186,2185,2031,1716
"K863","Pseudozyste des Pankreas",2186,2185,2031,1716
"K868","Sonstige näher bezeichnete Krankheiten des Pankreas",2186,2185,2031,1716
"K900","Zöliakie",2186,2185,2031,1716
"K903","Pankreatogene Steatorrhoe",2186,2185,2031,1716
"K908","Sonstige intestinale Malabsorption",2186,2185,2031,1716
"K909","Intestinale Malabsorption, nicht näher bezeichnet",2186,2185,2031,1716
"K910","Erbrechen nach gastrointestinalem chirurgischem Eingriff",2186,2185,2031,1716
"K912","Malabsorption nach chirurgischem Eingriff, anderenorts nicht klassifiziert",2186,2185,2031,1716
"K928","Sonstige näher bezeichnete Krankheiten des Verdauungssystems",2186,2185,2031,1716
"L000","Staphylococcal scalded skin syndrome [SSS-Syndrom]: Befall von weniger als 30 % der Körperoberfläche",2186,2185,2031,1716
"L001","Staphylococcal scalded skin syndrome [SSS-Syndrom]: Befall von 30 % der Körperoberfläche und mehr",2186,2185,2031,1716
"L011","Sekundäre Impetiginisation anderer Dermatosen",2186,2185,2031,1716
"L020","Hautabszess, Furunkel und Karbunkel im Gesicht",2186,2185,2031,1716
"L021","Hautabszess, Furunkel und Karbunkel am Hals",2186,2185,2031,1716
"L028","Hautabszess, Furunkel und Karbunkel an sonstigen Lokalisationen",2186,2185,2031,1716
"L029","Hautabszess, Furunkel und Karbunkel, nicht näher bezeichnet",2186,2185,2031,1716
"L032","Phlegmone im Gesicht",2186,2185,2031,1716
"L038","Phlegmone an sonstigen Lokalisationen",2186,2185,2031,1716
"L039","Phlegmone, nicht näher bezeichnet",2186,2185,2031,1716
"L040","Akute Lymphadenitis an Gesicht, Kopf und Hals",2186,2185,2031,1716
"L041","Akute Lymphadenitis am Rumpf",2186,2185,2031,1716
"L048","Akute Lymphadenitis an sonstigen Lokalisationen",2186,2185,2031,1716
"L050","Pilonidalzyste mit Abszess",2186,2185,2031,1716
"L059","Pilonidalzyste ohne Abszess",2186,2185,2031,1716
"L080","Pyodermie",2186,2185,2031,1716
"L089","Lokale Infektion der Haut und der Unterhaut, nicht näher bezeichnet",2186,2185,2031,1716
"L100","Pemphigus vulgaris",2186,2185,2031,1716
"L102","Pemphigus foliaceus",2186,2185,2031,1716
"L120","Bullöses Pemphigoid",2186,2185,2031,1716
"L121","Vernarbendes Pemphigoid",2186,2185,2031,1716
"L128","Sonstige Pemphigoidkrankheiten",2186,2185,2031,1716
"L130","Dermatitis herpetiformis [Duhring]",2186,2185,2031,1716
"L138","Sonstige näher bezeichnete bullöse Dermatosen",2186,2185,2031,1716
"L139","Bullöse Dermatose, nicht näher bezeichnet",2186,2185,2031,1716
"L200","Prurigo Besnier",2186,2185,2031,1716
"L208","Sonstiges atopisches [endogenes] Ekzem",2186,2185,2031,1716
"L209","Atopisches [endogenes] Ekzem, nicht näher bezeichnet",2186,2185,2031,1716
"L218","Sonstiges seborrhoisches Ekzem",2186,2185,2031,1716
"L219","Seborrhoisches Ekzem, nicht näher bezeichnet",2186,2185,2031,1716
"L22","Windeldermatitis",2186,2185,2031,1716
"L230","Allergische Kontaktdermatitis durch Metalle",2186,2185,2031,1716
"L232","Allergische Kontaktdermatitis durch Kosmetika",2186,2185,2031,1716
"L233","Allergische Kontaktdermatitis durch Drogen oder Arzneimittel bei Hautkontakt",2186,2185,2031,1716
"L238","Allergische Kontaktdermatitis durch sonstige Agenzien",2186,2185,2031,1716
"L239","Allergische Kontaktdermatitis, nicht näher bezeichnete Ursache",2186,2185,2031,1716
"L249","Toxische Kontaktdermatitis, nicht näher bezeichnete Ursache",2186,2185,2031,1716
"L251","Nicht näher bezeichnete Kontaktdermatitis durch Drogen oder Arzneimittel bei Hautkontakt",2186,2185,2031,1716
"L259","Nicht näher bezeichnete Kontaktdermatitis, nicht näher bezeichnete Ursache",2186,2185,2031,1716
"L26","Exfoliative Dermatitis",2186,2185,2031,1716
"L271","Lokalisierte Hauteruption durch Drogen oder Arzneimittel",2186,2185,2031,1716
"L278","Dermatitis durch sonstige oral, enteral oder parenteral aufgenommene Substanzen",2186,2185,2031,1716
"L281","Prurigo nodularis",2186,2185,2031,1716
"L282","Sonstige Prurigo",2186,2185,2031,1716
"L298","Sonstiger Pruritus",2186,2185,2031,1716
"L299","Pruritus, nicht näher bezeichnet",2186,2185,2031,1716
"L300","Nummuläres Ekzem",2186,2185,2031,1716
"L303","Ekzematoide Dermatitis",2186,2185,2031,1716
"L304","Intertriginöses Ekzem",2186,2185,2031,1716
"L308","Sonstige näher bezeichnete Dermatitis",2186,2185,2031,1716
"L309","Dermatitis, nicht näher bezeichnet",2186,2185,2031,1716
"L404","Psoriasis guttata",2186,2185,2031,1716
"L408","Sonstige Psoriasis",2186,2185,2031,1716
"L413","Kleinfleckige Parapsoriasis en plaques",2186,2185,2031,1716
"L418","Sonstige Parapsoriasis",2186,2185,2031,1716
"L431","Lichen ruber pemphigoides",2186,2185,2031,1716
"L438","Sonstiger Lichen ruber planus",2186,2185,2031,1716
"L440","Pityriasis rubra pilaris",2186,2185,2031,1716
"L508","Sonstige Urtikaria",2186,2185,2031,1716
"L509","Urtikaria, nicht näher bezeichnet",2186,2185,2031,1716
"L510","Nichtbullöses Erythema exsudativum multiforme",2186,2185,2031,1716
"L511","Bullöses Erythema exsudativum multiforme",2186,2185,2031,1716
"L512","Toxische epidermale Nekrolyse [Lyell-Syndrom]",2186,2185,2031,1716
"L518","Sonstiges Erythema exsudativum multiforme",2186,2185,2031,1716
"L519","Erythema exsudativum multiforme, nicht näher bezeichnet",2186,2185,2031,1716
"L52","Erythema nodosum",2186,2185,2031,1716
"L531","Erythema anulare centrifugum",2186,2185,2031,1716
"L539","Erythematöse Krankheit, nicht näher bezeichnet",2186,2185,2031,1716
"L560","Phototoxische Reaktion auf Arzneimittel",2186,2185,2031,1716
"L561","Photoallergische Reaktion auf Arzneimittel",2186,2185,2031,1716
"L564","Polymorphe Lichtdermatose",2186,2185,2031,1716
"L568","Sonstige näher bezeichnete akute Hautveränderungen durch Ultraviolettstrahlen",2186,2185,2031,1716
"L578","Sonstige Hautveränderungen durch chronische Exposition gegenüber nichtionisierender Strahlung",2186,2185,2031,1716
"L581","Chronische Radiodermatitis",2186,2185,2031,1716
"L601","Onycholysis",2186,2185,2031,1716
"L661","Lichen planopilaris",2186,2185,2031,1716
"L711","Rhinophym",2186,2185,2031,1716
"L718","Sonstige Rosazea",2186,2185,2031,1716
"L720","Epidermalzyste",2186,2185,2031,1716
"L721","Trichilemmalzyste",2186,2185,2031,1716
"L732","Hidradenitis suppurativa",2186,2185,2031,1716
"L748","Sonstige Krankheiten der ekkrinen Schweißdrüsen",2186,2185,2031,1716
"L814","Sonstige Melanin-Hyperpigmentierung",2186,2185,2031,1716
"L82","Seborrhoische Keratose",2186,2185,2031,1716
"L84","Hühneraugen und Horn- (Haut-) Schwielen",2186,2185,2031,1716
"L858","Sonstige näher bezeichnete Epidermisverdickungen",2186,2185,2031,1716
"L871","Reaktive perforierende Kollagenose",2186,2185,2031,1716
"L88","Pyoderma gangraenosum",2186,2185,2031,1716
"L890","Dekubitus 1. Grades",2186,2185,2031,1716
"L891","Dekubitus 2. Grades",2186,2185,2031,1716
"L899","Dekubitus, Grad nicht näher bezeichnet",2186,2185,2031,1716
"L900","Lichen sclerosus et atrophicus",2186,2185,2031,1716
"L904","Akrodermatitis chronica atrophicans",2186,2185,2031,1716
"L910","Hypertrophe Narbe",2186,2185,2031,1716
"L920","Granuloma anulare",2186,2185,2031,1716
"L921","Nekrobiosis lipoidica, anderenorts nicht klassifiziert",2186,2185,2031,1716
"L923","Fremdkörpergranulom der Haut und der Unterhaut",2186,2185,2031,1716
"L928","Sonstige granulomatöse Krankheiten der Haut und der Unterhaut",2186,2185,2031,1716
"L930","Diskoider Lupus erythematodes",2186,2185,2031,1716
"L931","Subakuter Lupus erythematodes cutaneus",2186,2185,2031,1716
"L932","Sonstiger lokalisierter Lupus erythematodes",2186,2185,2031,1716
"L940","Sclerodermia circumscripta [Morphaea]",2186,2185,2031,1716
"L950","Livedo-Vaskulitis",2186,2185,2031,1716
"L958","Sonstige Vaskulitis, die auf die Haut begrenzt ist",2186,2185,2031,1716
"L959","Vaskulitis, die auf die Haut begrenzt ist, nicht näher bezeichnet",2186,2185,2031,1716
"L980","Granuloma pediculatum [Granuloma pyogenicum]",2186,2185,2031,1716
"L981","Dermatitis factitia",2186,2185,2031,1716
"L987","",2186,2185,2031,1716
"L988","Sonstige näher bezeichnete Krankheiten der Haut und der Unterhaut",2186,2185,2031,1716
"L989","Krankheit der Haut und der Unterhaut, nicht näher bezeichnet",2186,2185,2031,1716
"M028","Sonstige reaktive Arthritiden",2186,2185,2031,1716
"M050","Felty-Syndrom",2186,2185,2031,1716
"M051","Lungenmanifestation der seropositiven chronischen Polyarthritis",2186,2185,2031,1716
"M052","Vaskulitis bei seropositiver chronischer Polyarthritis",2186,2185,2031,1716
"M061","Adulte Form der Still-Krankheit",2186,2185,2031,1716
"M063","Rheumaknoten",2186,2185,2031,1716
"M064","Entzündliche Polyarthropathie",2186,2185,2031,1716
"M083","Juvenile chronische Arthritis (seronegativ), polyartikuläre Form",2186,2185,2031,1716
"M084","Juvenile chronische Arthritis, oligoartikuläre Form",2186,2185,2031,1716
"M088","Sonstige juvenile Arthritis",2186,2185,2031,1716
"M104","Sonstige sekundäre Gicht",2186,2185,2031,1716
"M109","Gicht, nicht näher bezeichnet",2186,2185,2031,1716
"M118","Sonstige näher bezeichnete Kristall-Arthropathien",2186,2185,2031,1716
"M119","Kristall-Arthropathie, nicht näher bezeichnet",2186,2185,2031,1716
"M120","Chronische postrheumatische Arthritis [Jaccoud-Arthritis]",2186,2185,2031,1716
"M122","Villonoduläre Synovitis (pigmentiert)",2186,2185,2031,1716
"M123","Palindromer Rheumatismus",2186,2185,2031,1716
"M128","Sonstige näher bezeichnete Arthropathien, anderenorts nicht klassifiziert",2186,2185,2031,1716
"M130","Polyarthritis, nicht näher bezeichnet",2186,2185,2031,1716
"M139","Arthritis, nicht näher bezeichnet",2186,2185,2031,1716
"M152","Bouchard-Knoten (mit Arthropathie)",2186,2185,2031,1716
"M158","Sonstige Polyarthrose",2186,2185,2031,1716
"M159","Polyarthrose, nicht näher bezeichnet",2186,2185,2031,1716
"M174","Sonstige sekundäre Gonarthrose, beidseitig",2186,2185,2031,1716
"M180","Primäre Rhizarthrose, beidseitig",2186,2185,2031,1716
"M183","Sonstige posttraumatische Rhizarthrose",2186,2185,2031,1716
"M185","Sonstige sekundäre Rhizarthrose",2186,2185,2031,1716
"M189","Rhizarthrose, nicht näher bezeichnet",2186,2185,2031,1716
"M200","Deformität eines oder mehrerer Finger",2186,2185,2031,1716
"M203","Sonstige Deformität der Großzehe (erworben)",2186,2185,2031,1716
"M205","Sonstige Deformitäten der Zehe(n) (erworben)",2186,2185,2031,1716
"M206","Erworbene Deformität der Zehe(n), nicht näher bezeichnet",2186,2185,2031,1716
"M210","Valgusdeformität, anderenorts nicht klassifiziert",2186,2185,2031,1716
"M213","Fallhand oder Hängefuß (erworben)",2186,2185,2031,1716
"M214","Plattfuß [Pes planus] (erworben)",2186,2185,2031,1716
"M215","Erworbene Klauenhand, Klumphand, erworbener Klauenfuß und Klumpfuß",2186,2185,2031,1716
"M218","Sonstige näher bezeichnete erworbene Deformitäten der Extremitäten",2186,2185,2031,1716
"M219","Erworbene Deformität einer Extremität, nicht näher bezeichnet",2186,2185,2031,1716
"M220","Habituelle Luxation der Patella",2186,2185,2031,1716
"M221","Habituelle Subluxation der Patella",2186,2185,2031,1716
"M222","Krankheiten im Patellofemoralbereich",2186,2185,2031,1716
"M228","Sonstige Krankheiten der Patella",2186,2185,2031,1716
"M230","Meniskusganglion",2186,2185,2031,1716
"M234","Freier Gelenkkörper im Kniegelenk",2186,2185,2031,1716
"M235","Chronische Instabilität des Kniegelenkes",2186,2185,2031,1716
"M236","Sonstige Spontanruptur eines oder mehrerer Bänder des Kniegelenkes",2186,2185,2031,1716
"M238","Sonstige Binnenschädigungen des Kniegelenkes",2186,2185,2031,1716
"M239","Binnenschädigung des Kniegelenkes, nicht näher bezeichnet",2186,2185,2031,1716
"M240","Freier Gelenkkörper",2186,2185,2031,1716
"M241","Sonstige Gelenkknorpelschädigungen",2186,2185,2031,1716
"M243","Pathologische Luxation und Subluxation eines Gelenkes, anderenorts nicht klassifiziert",2186,2185,2031,1716
"M244","Habituelle Luxation und Subluxation eines Gelenkes",2186,2185,2031,1716
"M246","Ankylose eines Gelenkes",2186,2185,2031,1716
"M253","Sonstige Instabilität eines Gelenkes",2186,2185,2031,1716
"M254","Gelenkerguss",2186,2185,2031,1716
"M300","Panarteriitis nodosa",2186,2185,2031,1716
"M301","Panarteriitis mit Lungenbeteiligung",2186,2185,2031,1716
"M310","Hypersensitivitätsangiitis",2186,2185,2031,1716
"M313","Wegener-Granulomatose",2186,2185,2031,1716
"M315","Riesenzellarteriitis bei Polymyalgia rheumatica",2186,2185,2031,1716
"M318","Sonstige näher bezeichnete nekrotisierende Vaskulopathien",2186,2185,2031,1716
"M328","Sonstige Formen des systemischen Lupus erythematodes",2186,2185,2031,1716
"M329","Systemischer Lupus erythematodes, nicht näher bezeichnet",2186,2185,2031,1716
"M331","Sonstige Dermatomyositis",2186,2185,2031,1716
"M332","Polymyositis",2186,2185,2031,1716
"M348","Sonstige Formen der systemischen Sklerose",2186,2185,2031,1716
"M350","Sicca-Syndrom [Sjögren-Syndrom]",2186,2185,2031,1716
"M358","Sonstige näher bezeichnete Krankheiten mit Systembeteiligung des Bindegewebes",2186,2185,2031,1716
"M359","Krankheit mit Systembeteiligung des Bindegewebes, nicht näher bezeichnet",2186,2185,2031,1716
"M400","Kyphose als Haltungsstörung",2186,2185,2031,1716
"M402","Sonstige und nicht näher bezeichnete Kyphose",2186,2185,2031,1716
"M403","Flachrücken",2186,2185,2031,1716
"M404","Sonstige Lordose",2186,2185,2031,1716
"M414","Neuromyopathische Skoliose",2186,2185,2031,1716
"M415","Sonstige sekundäre Skoliose",2186,2185,2031,1716
"M418","Sonstige Formen der Skoliose",2186,2185,2031,1716
"M419","Skoliose, nicht näher bezeichnet",2186,2185,2031,1716
"M430","Spondylolyse",2186,2185,2031,1716
"M432","Sonstige Wirbelfusion",2186,2185,2031,1716
"M436","Tortikollis",2186,2185,2031,1716
"M460","Spinale Enthesopathie",2186,2185,2031,1716
"M462","Wirbelosteomyelitis",2186,2185,2031,1716
"M463","Bandscheibeninfektion (pyogen)",2186,2185,2031,1716
"M468","Sonstige näher bezeichnete entzündliche Spondylopathien",2186,2185,2031,1716
"M469","Entzündliche Spondylopathie, nicht näher bezeichnet",2186,2185,2031,1716
"M470","Arteria-spinalis-anterior-Kompressionssyndrom und Arteria-vertebralis-Kompressionssyndrom",2186,2185,2031,1716
"M481","Spondylitis hyperostotica [Forestier-Ott]",2186,2185,2031,1716
"M482","Baastrup-Syndrom",2186,2185,2031,1716
"M484","Ermüdungsbruch eines Wirbels",2186,2185,2031,1716
"M488","Sonstige näher bezeichnete Spondylopathien",2186,2185,2031,1716
"M489","Spondylopathie, nicht näher bezeichnet",2186,2185,2031,1716
"M502","Sonstige zervikale Bandscheibenverlagerung",2186,2185,2031,1716
"M503","Sonstige zervikale Bandscheibendegeneration",2186,2185,2031,1716
"M508","Sonstige zervikale Bandscheibenschäden",2186,2185,2031,1716
"M513","Sonstige näher bezeichnete Bandscheibendegeneration",2186,2185,2031,1716
"M519","Bandscheibenschaden, nicht näher bezeichnet",2186,2185,2031,1716
"M530","Zervikozephales Syndrom",2186,2185,2031,1716
"M531","Zervikobrachial-Syndrom",2186,2185,2031,1716
"M533","Krankheiten der Sakrokokzygealregion, anderenorts nicht klassifiziert",2186,2185,2031,1716
"M549","Rückenschmerzen, nicht näher bezeichnet",2186,2185,2031,1716
"M601","Interstitielle Myositis",2186,2185,2031,1716
"M608","Sonstige Myositis",2186,2185,2031,1716
"M609","Myositis, nicht näher bezeichnet",2186,2185,2031,1716
"M610","Traumatische Myositis ossificans",2186,2185,2031,1716
"M614","Sonstige Kalzifikation von Muskeln",2186,2185,2031,1716
"M621","Sonstiger Muskelriss (nichttraumatisch)",2186,2185,2031,1716
"M622","Ischämischer Muskelinfarkt (nichttraumatisch)",2186,2185,2031,1716
"M624","Muskelkontraktur",2186,2185,2031,1716
"M625","Muskelschwund und -atrophie, anderenorts nicht klassifiziert",2186,2185,2031,1716
