"ICD","Description","ICA","LGPS","RF","Lasso"
"G129","Spinale Muskelatrophie, nicht näher bezeichnet",1872.5,2143,3369,3089.5
"H058","Sonstige Affektionen der Orbita",1872.5,2143,1676,2184
"H729","Trommelfellperforation, nicht näher bezeichnet",1872.5,2143,1443,2659.5
"J985","Krankheiten des Mediastinums, anderenorts nicht klassifiziert",1872.5,2143,2616,1698
"L440","Pityriasis rubra pilaris",1872.5,2143,2489,3466.5
"L518","Sonstiges Erythema exsudativum multiforme",1872.5,2143,2632,2006.5
"L921","Nekrobiosis lipoidica, anderenorts nicht klassifiziert",1872.5,2143,2518,2117
"M219","Erworbene Deformität einer Extremität, nicht näher bezeichnet",1872.5,2143,1214,1338
"M922","Juvenile Osteochondrose der Hand",1872.5,2143,2817,3205.5
"N015","Rapid-progressives nephritisches Syndrom: Diffuse mesangiokapilläre Glomerulonephritis",1872.5,2143,1478,2896
"R936","Abnorme Befunde bei der bildgebenden Diagnostik der Extremitäten",1872.5,2143,2772,2217.5
"T246","Verätzung 2. Grades der Hüfte und des Beines, ausgenommen Knöchelregion und Fuß",1872.5,2143,2687,3089.5
"C829","Follikuläres Lymphom, nicht näher bezeichnet",1890,2143,1461,2659.5
"A151","Lungentuberkulose, nur durch Kultur gesichert",2154.5,2143,1972.5,1338
"A154","Tuberkulose der intrathorakalen Lymphknoten, bakteriologisch, molekularbiologisch oder histologisch gesichert",2154.5,2143,1972.5,1338
"A191","Akute Miliartuberkulose mehrerer Lokalisationen",2154.5,2143,1972.5,1338
"A327","Listeriensepsis",2154.5,2143,1972.5,1338
"A379","Keuchhusten, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"A390","Meningokokkenmeningitis",2154.5,2143,1972.5,1338
"A420","Aktinomykose der Lunge",2154.5,2143,1972.5,1338
"A430","Pulmonale Nokardiose",2154.5,2143,1972.5,1338
"A488","Sonstige näher bezeichnete bakterielle Krankheiten",2154.5,2143,1972.5,1338
"A600","Infektion der Genitalorgane und des Urogenitaltraktes durch Herpesviren",2154.5,2143,1972.5,1338
"A699","Spirochäteninfektion, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"A810","Creutzfeldt-Jakob-Krankheit",2154.5,2143,1972.5,1338
"A812","Progressive multifokale Leukenzephalopathie",2154.5,2143,1972.5,1338
"A870","Meningitis durch Enteroviren",2154.5,2143,1972.5,1338
"A879","Virusmeningitis, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"B011","Varizellen-Enzephalitis",2154.5,2143,1972.5,1338
"B021","Zoster-Meningitis",2154.5,2143,1972.5,1338
"B250","Pneumonie durch Zytomegalieviren",2154.5,2143,1972.5,1338
"B338","Sonstige näher bezeichnete Viruskrankheiten",2154.5,2143,1972.5,1338
"B372","Kandidose der Haut und der Nägel",2154.5,2143,1972.5,1338
"B376","Candida-Endokarditis",2154.5,2143,1972.5,1338
"B508","Sonstige schwere Formen oder Komplikationen der Malaria tropica",2154.5,2143,1972.5,1338
"B550","Viszerale Leishmaniose",2154.5,2143,1972.5,1338
"B582","Meningoenzephalitis durch Toxoplasmen",2154.5,2143,1972.5,1338
"B679","Sonstige und nicht näher bezeichnete Echinokokkose",2154.5,2143,1972.5,1338
"B770","Askaridose mit intestinalen Komplikationen",2154.5,2143,1972.5,1338
"C000","Bösartige Neubildung: Äußere Oberlippe",2154.5,2143,1972.5,1338
"C022","Bösartige Neubildung: Zungenunterfläche",2154.5,2143,1972.5,1338
"C040","Bösartige Neubildung: Vorderer Teil des Mundbodens",2154.5,2143,1972.5,1338
"C051","Bösartige Neubildung: Weicher Gaumen",2154.5,2143,1972.5,1338
"C069","Bösartige Neubildung: Mund, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"C109","Bösartige Neubildung: Oropharynx, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"C112","Bösartige Neubildung: Seitenwand des Nasopharynx",2154.5,2143,1972.5,1338
"C140","Bösartige Neubildung: Pharynx, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"C229","Bösartige Neubildung: Leber, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"C249","Bösartige Neubildung: Gallenwege, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"C253","Bösartige Neubildung: Ductus pancreaticus",2154.5,2143,1972.5,1338
"C269","Bösartige Neubildung: Ungenau bezeichnete Lokalisationen des Verdauungssystems",2154.5,2143,1972.5,1338
"C382","Bösartige Neubildung: Hinteres Mediastinum",2154.5,2143,1972.5,1338
"C384","Bösartige Neubildung: Pleura",2154.5,2143,1972.5,1338
"C481","Bösartige Neubildung: Näher bezeichnete Teile des Peritoneums",2154.5,2143,1972.5,1338
"C510","Bösartige Neubildung der Vulva: Labium majus",2154.5,2143,1972.5,1338
"C540","Bösartige Neubildung: Isthmus uteri",2154.5,2143,1972.5,1338
"C577","Bösartige Neubildung: Sonstige näher bezeichnete weibliche Genitalorgane",2154.5,2143,1972.5,1338
"C609","Bösartige Neubildung: Penis, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"C638","Bösartige Neubildung: Männliche Genitalorgane, mehrere Teilbereiche überlappend",2154.5,2143,1972.5,1338
"C701","Bösartige Neubildung: Rückenmarkhäute",2154.5,2143,1972.5,1338
"C720","Bösartige Neubildung: Rückenmark",2154.5,2143,1972.5,1338
"C722","Bösartige Neubildung: Nn. olfactorii [I. Hirnnerv]",2154.5,2143,1972.5,1338
"C740","Bösartige Neubildung: Nebennierenrinde",2154.5,2143,1972.5,1338
"C779","Sekundäre und nicht näher bezeichnete bösartige Neubildung: Lymphknoten, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"C791","Sekundäre bösartige Neubildung der Harnblase sowie sonstiger und nicht näher bezeichneter Harnorgane",2154.5,2143,1972.5,1338
"C882","Sonstige Schwerkettenkrankheit",2154.5,2143,1972.5,1338
"C901","Plasmazellenleukämie",2154.5,2143,1972.5,1338
"C902","Extramedulläres Plasmozytom",2154.5,2143,1972.5,1338
"C959","Leukämie, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"C966","Unifokale Langerhans-Zell-Histiozytose",2154.5,2143,1972.5,1338
"D012","Carcinoma in situ: Rektum",2154.5,2143,1972.5,1338
"D022","Carcinoma in situ: Bronchus und Lunge",2154.5,2143,1972.5,1338
"D023","Carcinoma in situ: Sonstige Teile des Atmungssystems",2154.5,2143,1972.5,1338
"D032","Melanoma in situ des Ohres und des äußeren Gehörganges",2154.5,2143,1972.5,1338
"D037","Melanoma in situ der unteren Extremität, einschließlich Hüfte",2154.5,2143,1972.5,1338
"D038","Melanoma in situ an sonstigen Lokalisationen",2154.5,2143,1972.5,1338
"D047","Carcinoma in situ: Haut der unteren Extremität, einschließlich Hüfte",2154.5,2143,1972.5,1338
"D067","Carcinoma in situ: Sonstige Teile der Cervix uteri",2154.5,2143,1972.5,1338
"D076","Carcinoma in situ: Sonstige und nicht näher bezeichnete männliche Genitalorgane",2154.5,2143,1972.5,1338
"D121","Gutartige Neubildung: Appendix vermiformis",2154.5,2143,1972.5,1338
"D133","Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Dünndarmes",2154.5,2143,1972.5,1338
"D160","Gutartige Neubildung des Knochens und des Gelenkknorpels: Skapula und lange Knochen der oberen Extremität",2154.5,2143,1972.5,1338
"D164","Gutartige Neubildung des Knochens und des Gelenkknorpels: Knochen des Hirn- und Gesichtsschädels",2154.5,2143,1972.5,1338
"D175","Gutartige Neubildung des Fettgewebes der intraabdominalen Organe",2154.5,2143,1972.5,1338
"D200","Gutartige Neubildung: Retroperitoneum",2154.5,2143,1972.5,1338
"D214","Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Abdomens",2154.5,2143,1972.5,1338
"D231","Sonstige gutartige Neubildungen: Haut des Augenlides, einschließlich Kanthus",2154.5,2143,1972.5,1338
"D232","Sonstige gutartige Neubildungen: Haut des Ohres und des äußeren Gehörganges",2154.5,2143,1972.5,1338
"D237","Sonstige gutartige Neubildungen: Haut der unteren Extremität, einschließlich Hüfte",2154.5,2143,1972.5,1338
"D301","Gutartige Neubildung: Nierenbecken",2154.5,2143,1972.5,1338
"D331","Gutartige Neubildung: Gehirn, infratentoriell",2154.5,2143,1972.5,1338
"D353","Gutartige Neubildung: Ductus craniopharyngealis",2154.5,2143,1972.5,1338
"D384","Neubildung unsicheren oder unbekannten Verhaltens: Thymus",2154.5,2143,1972.5,1338
"D399","Neubildung unsicheren oder unbekannten Verhaltens: Weibliches Genitalorgan, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"D433","Neubildung unsicheren oder unbekannten Verhaltens: Hirnnerven",2154.5,2143,1972.5,1338
"D449","Neubildung unsicheren oder unbekannten Verhaltens: Endokrine Drüse, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"D460","Refraktäre Anämie ohne Ringsideroblasten, so bezeichnet",2154.5,2143,1972.5,1338
"D461","Refraktäre Anämie mit Ringsideroblasten",2154.5,2143,1972.5,1338
"D465","Refraktäre Anämie mit Mehrlinien-Dysplasie",2154.5,2143,1972.5,1338
"D474","Osteomyelofibrose",2154.5,2143,1972.5,1338
"D475","Chronische Eosinophilen-Leukämie [Hypereosinophiles Syndrom]",2154.5,2143,1972.5,1338
"D489","Neubildung unsicheren oder unbekannten Verhaltens, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"D501","Sideropenische Dysphagie",2154.5,2143,1972.5,1338
"D511","Vitamin-B12-Mangelanämie durch selektive Vitamin-B12-Malabsorption mit Proteinurie",2154.5,2143,1972.5,1338
"D519","Vitamin-B12-Mangelanämie, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"D528","Sonstige Folsäure-Mangelanämien",2154.5,2143,1972.5,1338
"D538","Sonstige näher bezeichnete alimentäre Anämien",2154.5,2143,1972.5,1338
"D558","Sonstige Anämien durch Enzymdefekte",2154.5,2143,1972.5,1338
"D612","Aplastische Anämie infolge sonstiger äußerer Ursachen",2154.5,2143,1972.5,1338
"D692","Sonstige nichtthrombozytopenische Purpura",2154.5,2143,1972.5,1338
"D731","Hypersplenismus",2154.5,2143,1972.5,1338
"D734","Zyste der Milz",2154.5,2143,1972.5,1338
"D738","Sonstige Krankheiten der Milz",2154.5,2143,1972.5,1338
"D759","Krankheit des Blutes und der blutbildenden Organe, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"D763","Sonstige Histiozytose-Syndrome",2154.5,2143,1972.5,1338
"D863","Sarkoidose der Haut",2154.5,2143,1972.5,1338
"D891","Kryoglobulinämie",2154.5,2143,1972.5,1338
"E048","Sonstige näher bezeichnete nichttoxische Struma",2154.5,2143,1972.5,1338
"E078","Sonstige näher bezeichnete Krankheiten der Schilddrüse",2154.5,2143,1972.5,1338
"E105","Diabetes mellitus, Typ 1: Mit peripheren vaskulären Komplikationen",2154.5,2143,1972.5,1338
"E108","Diabetes mellitus, Typ 1: Mit nicht näher bezeichneten Komplikationen",2154.5,2143,1972.5,1338
"E131","Sonstiger näher bezeichneter Diabetes mellitus: Mit Ketoazidose",2154.5,2143,1972.5,1338
"E132","Sonstiger näher bezeichneter Diabetes mellitus: Mit Nierenkomplikationen",2154.5,2143,1972.5,1338
"E133","Sonstiger näher bezeichneter Diabetes mellitus: Mit Augenkomplikationen",2154.5,2143,1972.5,1338
"E134","Sonstiger näher bezeichneter Diabetes mellitus: Mit neurologischen Komplikationen",2154.5,2143,1972.5,1338
"E143","Nicht näher bezeichneter Diabetes mellitus: Mit Augenkomplikationen",2154.5,2143,1972.5,1338
"E144","Nicht näher bezeichneter Diabetes mellitus: Mit neurologischen Komplikationen",2154.5,2143,1972.5,1338
"E146","Nicht näher bezeichneter Diabetes mellitus: Mit sonstigen näher bezeichneten Komplikationen",2154.5,2143,1972.5,1338
"E160","Arzneimittelinduzierte Hypoglykämie ohne Koma",2154.5,2143,1972.5,1338
"E212","Sonstiger Hyperparathyreoidismus",2154.5,2143,1972.5,1338
"E213","Hyperparathyreoidismus, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"E268","Sonstiger Hyperaldosteronismus",2154.5,2143,1972.5,1338
"E440","Mäßige Energie- und Eiweißmangelernährung",2154.5,2143,1972.5,1338
"E561","Vitamin-K-Mangel",2154.5,2143,1972.5,1338
"E611","Eisenmangel",2154.5,2143,1972.5,1338
"E638","Sonstige näher bezeichnete alimentäre Mangelzustände",2154.5,2143,1972.5,1338
"E722","Störungen des Harnstoffzyklus",2154.5,2143,1972.5,1338
"E739","Laktoseintoleranz, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"E788","Sonstige Störungen des Lipoproteinstoffwechsels",2154.5,2143,1972.5,1338
"E834","Störungen des Magnesiumstoffwechsels",2154.5,2143,1972.5,1338
"E873","Alkalose",2154.5,2143,1972.5,1338
"E892","Hypoparathyreoidismus nach medizinischen Maßnahmen",2154.5,2143,1972.5,1338
"F09","Nicht näher bezeichnete organische oder symptomatische psychische Störung",2154.5,2143,1972.5,1338
"F119","Psychische und Verhaltensstörungen durch Opioide: Nicht näher bezeichnete psychische und Verhaltensstörung",2154.5,2143,1972.5,1338
"F138","Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Sonstige psychische und Verhaltensstörungen",2154.5,2143,1972.5,1338
"F155","Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Psychotische Störung",2154.5,2143,1972.5,1338
"F208","Sonstige Schizophrenie",2154.5,2143,1972.5,1338
"F21","Schizotype Störung",2154.5,2143,1972.5,1338
"F24","Induzierte wahnhafte Störung",2154.5,2143,1972.5,1338
"F300","Hypomanie",2154.5,2143,1972.5,1338
"F317","Bipolare affektive Psychose, gegenwärtig remittiert",2154.5,2143,1972.5,1338
"F409","Phobische Störung, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"F413","Andere gemischte Angststörungen",2154.5,2143,1972.5,1338
"F418","Sonstige spezifische Angststörungen",2154.5,2143,1972.5,1338
"F480","Neurasthenie",2154.5,2143,1972.5,1338
"F488","Sonstige neurotische Störungen",2154.5,2143,1972.5,1338
"F501","Atypische Anorexia nervosa",2154.5,2143,1972.5,1338
"F505","Erbrechen bei anderen psychischen Störungen",2154.5,2143,1972.5,1338
"F558","Schädlicher Gebrauch von nichtabhängigkeitserzeugenden Substanzen: Sonstige Substanzen",2154.5,2143,1972.5,1338
"F600","Paranoide Persönlichkeitsstörung",2154.5,2143,1972.5,1338
"F602","Dissoziale Persönlichkeitsstörung",2154.5,2143,1972.5,1338
"F638","Sonstige abnorme Gewohnheiten und Störungen der Impulskontrolle",2154.5,2143,1972.5,1338
"F639","Abnorme Gewohnheit und Störung der Impulskontrolle, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"F69","Nicht näher bezeichnete Persönlichkeits- und Verhaltensstörung",2154.5,2143,1972.5,1338
"F908","Sonstige hyperkinetische Störungen",2154.5,2143,1972.5,1338
"F985","Stottern [Stammeln]",2154.5,2143,1972.5,1338
"G039","Meningitis, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"G119","Hereditäre Ataxie, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"G242","Idiopathische nichtfamiliäre Dystonie",2154.5,2143,1972.5,1338
"G245","Blepharospasmus",2154.5,2143,1972.5,1338
"G312","Degeneration des Nervensystems durch Alkohol",2154.5,2143,1972.5,1338
"G411","Petit-mal-Status",2154.5,2143,1972.5,1338
"G443","Chronischer posttraumatischer Kopfschmerz",2154.5,2143,1972.5,1338
"G472","Störungen des Schlaf-Wach-Rhythmus",2154.5,2143,1972.5,1338
"G521","Krankheiten des N. glossopharyngeus [IX. Hirnnerv]",2154.5,2143,1972.5,1338
"G523","Krankheiten des N. hypoglossus [XII. Hirnnerv]",2154.5,2143,1972.5,1338
"G546","Phantomschmerz",2154.5,2143,1972.5,1338
"G572","Läsion des N. femoralis",2154.5,2143,1972.5,1338
"G622","Polyneuropathie durch sonstige toxische Agenzien",2154.5,2143,1972.5,1338
"G729","Myopathie, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"G839","Lähmungssyndrom, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"G909","Krankheit des autonomen Nervensystems, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"G913","Posttraumatischer Hydrozephalus, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"G935","Compressio cerebri",2154.5,2143,1972.5,1338
"G938","Sonstige näher bezeichnete Krankheiten des Gehirns",2154.5,2143,1972.5,1338
"G950","Syringomyelie und Syringobulbie",2154.5,2143,1972.5,1338
"G960","Austritt von Liquor cerebrospinalis",2154.5,2143,1972.5,1338
"G961","Krankheiten der Meningen, anderenorts nicht klassifiziert",2154.5,2143,1972.5,1338
"G969","Krankheit des Zentralnervensystems, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"G971","Sonstige Reaktion auf Spinal- und Lumbalpunktion",2154.5,2143,1972.5,1338
"H000","Hordeolum und sonstige tiefe Entzündung des Augenlides",2154.5,2143,1972.5,1338
"H028","Sonstige näher bezeichnete Affektionen des Augenlides",2154.5,2143,1972.5,1338
"H029","Affektion des Augenlides, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"H051","Chronische entzündliche Affektionen der Orbita",2154.5,2143,1972.5,1338
"H162","Keratokonjunktivitis",2154.5,2143,1972.5,1338
"H163","Interstitielle und tiefe Keratitis",2154.5,2143,1972.5,1338
"H183","Veränderungen an den Hornhautmembranen",2154.5,2143,1972.5,1338
"H187","Sonstige Hornhautdeformitäten",2154.5,2143,1972.5,1338
"H208","Sonstige Iridozyklitis",2154.5,2143,1972.5,1338
"H209","Iridozyklitis, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"H214","Pupillarmembranen",2154.5,2143,1972.5,1338
"H309","Chorioretinitis, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"H314","Ablatio chorioideae",2154.5,2143,1972.5,1338
"H331","Retinoschisis und Zysten der Netzhaut",2154.5,2143,1972.5,1338
"H351","Retinopathia praematurorum",2154.5,2143,1972.5,1338
"H404","Glaukom (sekundär) nach Entzündung des Auges",2154.5,2143,1972.5,1338
"H438","Sonstige Affektionen des Glaskörpers",2154.5,2143,1972.5,1338
"H473","Sonstige Affektionen der Papille",2154.5,2143,1972.5,1338
"H494","Ophthalmoplegia progressiva externa",2154.5,2143,1972.5,1338
"H501","Strabismus concomitans divergens",2154.5,2143,1972.5,1338
"H505","Heterophorie",2154.5,2143,1972.5,1338
"H545","Schwere Sehbeeinträchtigung, monokular",2154.5,2143,1972.5,1338
"H55","Nystagmus und sonstige abnorme Augenbewegungen",2154.5,2143,1972.5,1338
"H598","Sonstige Affektionen des Auges und der Augenanhangsgebilde nach medizinischen Maßnahmen",2154.5,2143,1972.5,1338
"H653","Chronische muköse Otitis media",2154.5,2143,1972.5,1338
"H664","Eitrige Otitis media, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"H702","Petrositis",2154.5,2143,1972.5,1338
"H738","Sonstige näher bezeichnete Krankheiten des Trommelfells",2154.5,2143,1972.5,1338
"H809","Otosklerose, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"H833","Lärmschädigungen des Innenohres",2154.5,2143,1972.5,1338
"H910","Ototoxischer Hörverlust",2154.5,2143,1972.5,1338
"H920","Otalgie",2154.5,2143,1972.5,1338
"H932","Sonstige abnorme Hörempfindungen",2154.5,2143,1972.5,1338
"H951","Sonstige Krankheiten nach Mastoidektomie",2154.5,2143,1972.5,1338
"I011","Akute rheumatische Endokarditis",2154.5,2143,1972.5,1338
"I051","Rheumatische Mitralklappeninsuffizienz",2154.5,2143,1972.5,1338
"I060","Rheumatische Aortenklappenstenose",2154.5,2143,1972.5,1338
"I088","Sonstige Krankheiten mehrerer Herzklappen",2154.5,2143,1972.5,1338
"I150","Renovaskuläre Hypertonie",2154.5,2143,1972.5,1338
"I151","Hypertonie als Folge von sonstigen Nierenkrankheiten",2154.5,2143,1972.5,1338
"I236","Thrombose des Vorhofes, des Herzohres oder der Kammer als akute Komplikation nach akutem Myokardinfarkt",2154.5,2143,1972.5,1338
"I692","Folgen einer sonstigen nichttraumatischen intrakraniellen Blutung",2154.5,2143,1972.5,1338
"I726","Aneurysma und Dissektion der A. vertebralis",2154.5,2143,1972.5,1338
"I744","Embolie und Thrombose der Extremitätenarterien, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"J041","Akute Tracheitis",2154.5,2143,1972.5,1338
"J118","Grippe mit sonstigen Manifestationen, Viren nicht nachgewiesen",2154.5,2143,1972.5,1338
"J128","Pneumonie durch sonstige Viren",2154.5,2143,1972.5,1338
"J201","Akute Bronchitis durch Haemophilus influenzae",2154.5,2143,1972.5,1338
"J206","Akute Bronchitis durch Rhinoviren",2154.5,2143,1972.5,1338
"J329","Chronische Sinusitis, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"J330","Polyp der Nasenhöhle",2154.5,2143,1972.5,1338
"J331","Polyposis nasalis deformans",2154.5,2143,1972.5,1338
"J418","Mischformen von einfacher und schleimig-eitriger chronischer Bronchitis",2154.5,2143,1972.5,1338
"J438","Sonstiges Emphysem",2154.5,2143,1972.5,1338
"J61","Pneumokoniose durch Asbest und sonstige anorganische Fasern",2154.5,2143,1972.5,1338
"J628","Pneumokoniose durch sonstigen Quarzstaub",2154.5,2143,1972.5,1338
"J633","Graphitfibrose (Lunge)",2154.5,2143,1972.5,1338
"J677","Befeuchter- und Klimaanlage-Lunge",2154.5,2143,1972.5,1338
"J683","Sonstige akute und subakute Krankheiten der Atmungsorgane durch chemische Substanzen, Gase, Rauch und Dämpfe",2154.5,2143,1972.5,1338
"J688","Sonstige Krankheiten der Atmungsorgane durch chemische Substanzen, Gase, Rauch und Dämpfe",2154.5,2143,1972.5,1338
"J701","Chronische und sonstige Lungenbeteiligung bei Strahleneinwirkung",2154.5,2143,1972.5,1338
"J80","Atemnotsyndrom des Erwachsenen [ARDS]",2154.5,2143,1972.5,1338
"J989","Atemwegskrankheit, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"K025","Karies mit freiliegender Pulpa",2154.5,2143,1972.5,1338
"K040","Pulpitis",2154.5,2143,1972.5,1338
"K044","Akute apikale Parodontitis pulpalen Ursprungs",2154.5,2143,1972.5,1338
"K049","Sonstige und nicht näher bezeichnete Krankheiten der Pulpa und des periapikalen Gewebes",2154.5,2143,1972.5,1338
"K072","Anomalien des Zahnbogenverhältnisses",2154.5,2143,1972.5,1338
"K090","Entwicklungsbedingte odontogene Zysten",2154.5,2143,1972.5,1338
"K120","Rezidivierende orale Aphthen",2154.5,2143,1972.5,1338
"K136","Irritative Hyperplasie der Mundschleimhaut",2154.5,2143,1972.5,1338
"K285","Ulcus pepticum jejuni: Chronisch oder nicht näher bezeichnet, mit Perforation",2154.5,2143,1972.5,1338
"K287","Ulcus pepticum jejuni: Chronisch, ohne Blutung oder Perforation",2154.5,2143,1972.5,1338
"K312","Sanduhrförmige Striktur und Stenose des Magens",2154.5,2143,1972.5,1338
"K401","Doppelseitige Hernia inguinalis mit Gangrän",2154.5,2143,1972.5,1338
"K421","Hernia umbilicalis mit Gangrän",2154.5,2143,1972.5,1338
"K441","Hernia diaphragmatica mit Gangrän",2154.5,2143,1972.5,1338
"K458","Sonstige näher bezeichnete abdominale Hernien ohne Einklemmung und ohne Gangrän",2154.5,2143,1972.5,1338
"K561","Invagination",2154.5,2143,1972.5,1338
"K570","Divertikulose des Dünndarmes mit Perforation und Abszess",2154.5,2143,1972.5,1338
"K574","Divertikulose sowohl des Dünndarmes als auch des Dickdarmes mit Perforation und Abszess",2154.5,2143,1972.5,1338
"K592","Neurogene Darmstörung, anderenorts nicht klassifiziert",2154.5,2143,1972.5,1338
"K629","Krankheit des Anus und des Rektums, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"K702","Alkoholische Fibrose und Sklerose der Leber",2154.5,2143,1972.5,1338
"K704","Alkoholisches Leberversagen",2154.5,2143,1972.5,1338
"K730","Chronische persistierende Hepatitis, anderenorts nicht klassifiziert",2154.5,2143,1972.5,1338
"K765","Venöse okklusive Leberkrankheit [Stuart-Bras-Syndrom]",2154.5,2143,1972.5,1338
"K819","Cholezystitis, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"K823","Gallenblasenfistel",2154.5,2143,1972.5,1338
"K828","Sonstige näher bezeichnete Krankheiten der Gallenblase",2154.5,2143,1972.5,1338
"K832","Perforation des Gallenganges",2154.5,2143,1972.5,1338
"K834","Spasmus des Sphinkter Oddi",2154.5,2143,1972.5,1338
"K839","Krankheit der Gallenwege, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"K903","Pankreatogene Steatorrhoe",2154.5,2143,1972.5,1338
"L000","Staphylococcal scalded skin syndrome [SSS-Syndrom]: Befall von weniger als 30 % der Körperoberfläche",2154.5,2143,1972.5,1338
"L048","Akute Lymphadenitis an sonstigen Lokalisationen",2154.5,2143,1972.5,1338
"L089","Lokale Infektion der Haut und der Unterhaut, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"L111","Transitorische akantholytische Dermatose [Grover]",2154.5,2143,1972.5,1338
"L128","Sonstige Pemphigoidkrankheiten",2154.5,2143,1972.5,1338
"L200","Prurigo Besnier",2154.5,2143,1972.5,1338
"L218","Sonstiges seborrhoisches Ekzem",2154.5,2143,1972.5,1338
"L22","Windeldermatitis",2154.5,2143,1972.5,1338
"L251","Nicht näher bezeichnete Kontaktdermatitis durch Drogen oder Arzneimittel bei Hautkontakt",2154.5,2143,1972.5,1338
"L304","Intertriginöses Ekzem",2154.5,2143,1972.5,1338
"L413","Kleinfleckige Parapsoriasis en plaques",2154.5,2143,1972.5,1338
"L431","Lichen ruber pemphigoides",2154.5,2143,1972.5,1338
"L512","Toxische epidermale Nekrolyse [Lyell-Syndrom]",2154.5,2143,1972.5,1338
"L531","Erythema anulare centrifugum",2154.5,2143,1972.5,1338
"L539","Erythematöse Krankheit, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"L561","Photoallergische Reaktion auf Arzneimittel",2154.5,2143,1972.5,1338
"L564","Polymorphe Lichtdermatose",2154.5,2143,1972.5,1338
"L580","Akute Radiodermatitis",2154.5,2143,1972.5,1338
"L581","Chronische Radiodermatitis",2154.5,2143,1972.5,1338
"L601","Onycholysis",2154.5,2143,1972.5,1338
"L718","Sonstige Rosazea",2154.5,2143,1972.5,1338
"L817","Pigmentpurpura",2154.5,2143,1972.5,1338
"L858","Sonstige näher bezeichnete Epidermisverdickungen",2154.5,2143,1972.5,1338
"L920","Granuloma anulare",2154.5,2143,1972.5,1338
"L929","Granulomatöse Krankheit der Haut und der Unterhaut, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"L981","Dermatitis factitia",2154.5,2143,1972.5,1338
"M050","Felty-Syndrom",2154.5,2143,1972.5,1338
"M080","Juvenile chronische Polyarthritis, adulter Typ",2154.5,2143,1972.5,1338
"M082","Juvenile chronische Arthritis, systemisch beginnende Form",2154.5,2143,1972.5,1338
"M119","Kristall-Arthropathie, nicht näher bezeichnet",2154.5,2143,1972.5,1338
"M120","Chronische postrheumatische Arthritis [Jaccoud-Arthritis]",2154.5,2143,1972.5,1338
"M151","Heberden-Knoten (mit Arthropathie)",2154.5,2143,1972.5,1338
"M152","Bouchard-Knoten (mit Arthropathie)",2154.5,2143,1972.5,1338
"M158","Sonstige Polyarthrose",2154.5,2143,1972.5,1338
"M200","Deformität eines oder mehrerer Finger",2154.5,2143,1972.5,1338
"M230","Meniskusganglion",2154.5,2143,1972.5,1338
"M432","Sonstige Wirbelfusion",2154.5,2143,1972.5,1338
"M436","Tortikollis",2154.5,2143,1972.5,1338
"M438","Sonstige näher bezeichnete Deformitäten der Wirbelsäule und des Rückens",2154.5,2143,1972.5,1338
"M460","Spinale Enthesopathie",2154.5,2143,1972.5,1338
