"ICD","Description","ICA","LGPS","RF","Lasso"
"G622","Polyneuropathie durch sonstige toxische Agenzien",2139.5,2129,1980.5,1730.5
"G708","Sonstige näher bezeichnete neuromuskuläre Krankheiten",2139.5,2129,1980.5,1730.5
"G710","Muskeldystrophie",2139.5,2129,1980.5,1730.5
"G720","Arzneimittelinduzierte Myopathie",2139.5,2129,1980.5,1730.5
"G724","Entzündliche Myopathie, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"G728","Sonstige näher bezeichnete Myopathien",2139.5,2129,1980.5,1730.5
"G729","Myopathie, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"G811","Spastische Hemiparese und Hemiplegie",2139.5,2129,1980.5,1730.5
"G820","Schlaffe Paraparese und Paraplegie",2139.5,2129,1980.5,1730.5
"G821","Spastische Paraparese und Paraplegie",2139.5,2129,1980.5,1730.5
"G822","Paraparese und Paraplegie, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"G823","Schlaffe Tetraparese und Tetraplegie",2139.5,2129,1980.5,1730.5
"G824","Spastische Tetraparese und Tetraplegie",2139.5,2129,1980.5,1730.5
"G832","Monoparese und Monoplegie einer oberen Extremität",2139.5,2129,1980.5,1730.5
"G833","Monoparese und Monoplegie, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"G834","Cauda- (equina-) Syndrom",2139.5,2129,1980.5,1730.5
"G838","Sonstige näher bezeichnete Lähmungssyndrome",2139.5,2129,1980.5,1730.5
"G839","Lähmungssyndrom, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"G900","Idiopathische periphere autonome Neuropathie",2139.5,2129,1980.5,1730.5
"G903","Multisystem-Atrophie",2139.5,2129,1980.5,1730.5
"G909","Krankheit des autonomen Nervensystems, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"G910","Hydrocephalus communicans",2139.5,2129,1980.5,1730.5
"G911","Hydrocephalus occlusus",2139.5,2129,1980.5,1730.5
"G913","Posttraumatischer Hydrozephalus, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"G919","Hydrozephalus, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"G92","Toxische Enzephalopathie",2139.5,2129,1980.5,1730.5
"G930","Hirnzysten",2139.5,2129,1980.5,1730.5
"G931","Anoxische Hirnschädigung, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"G932","Benigne intrakranielle Hypertension [Pseudotumor cerebri]",2139.5,2129,1980.5,1730.5
"G933","Chronisches Müdigkeitssyndrom",2139.5,2129,1980.5,1730.5
"G935","Compressio cerebri",2139.5,2129,1980.5,1730.5
"G936","Hirnödem",2139.5,2129,1980.5,1730.5
"G939","Krankheit des Gehirns, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"G950","Syringomyelie und Syringobulbie",2139.5,2129,1980.5,1730.5
"G958","Sonstige näher bezeichnete Krankheiten des Rückenmarkes",2139.5,2129,1980.5,1730.5
"G959","Krankheit des Rückenmarkes, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"G960","Austritt von Liquor cerebrospinalis",2139.5,2129,1980.5,1730.5
"G961","Krankheiten der Meningen, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"G968","Sonstige näher bezeichnete Krankheiten des Zentralnervensystems",2139.5,2129,1980.5,1730.5
"G969","Krankheit des Zentralnervensystems, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"G971","Sonstige Reaktion auf Spinal- und Lumbalpunktion",2139.5,2129,1980.5,1730.5
"G978","Sonstige Krankheiten des Nervensystems nach medizinischen Maßnahmen",2139.5,2129,1980.5,1730.5
"G98","Sonstige Krankheiten des Nervensystems, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"H000","Hordeolum und sonstige tiefe Entzündung des Augenlides",2139.5,2129,1980.5,1730.5
"H001","Chalazion",2139.5,2129,1980.5,1730.5
"H020","Entropium und Trichiasis des Augenlides",2139.5,2129,1980.5,1730.5
"H022","Lagophthalmus",2139.5,2129,1980.5,1730.5
"H024","Ptosis des Augenlides",2139.5,2129,1980.5,1730.5
"H027","Sonstige degenerative Affektionen des Augenlides und der Umgebung des Auges",2139.5,2129,1980.5,1730.5
"H028","Sonstige näher bezeichnete Affektionen des Augenlides",2139.5,2129,1980.5,1730.5
"H029","Affektion des Augenlides, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"H041","Sonstige Affektionen der Tränendrüse",2139.5,2129,1980.5,1730.5
"H043","Akute und nicht näher bezeichnete Entzündung der Tränenwege",2139.5,2129,1980.5,1730.5
"H045","Stenose und Insuffizienz der Tränenwege",2139.5,2129,1980.5,1730.5
"H048","Sonstige Affektionen des Tränenapparates",2139.5,2129,1980.5,1730.5
"H050","Akute Entzündung der Orbita",2139.5,2129,1980.5,1730.5
"H051","Chronische entzündliche Affektionen der Orbita",2139.5,2129,1980.5,1730.5
"H058","Sonstige Affektionen der Orbita",2139.5,2129,1980.5,1730.5
"H110","Pterygium",2139.5,2129,1980.5,1730.5
"H113","Blutung der Konjunktiva",2139.5,2129,1980.5,1730.5
"H162","Keratokonjunktivitis",2139.5,2129,1980.5,1730.5
"H178","Sonstige Hornhautnarben und -trübungen",2139.5,2129,1980.5,1730.5
"H181","Keratopathia bullosa",2139.5,2129,1980.5,1730.5
"H182","Sonstiges Hornhautödem",2139.5,2129,1980.5,1730.5
"H183","Veränderungen an den Hornhautmembranen",2139.5,2129,1980.5,1730.5
"H184","Hornhautdegeneration",2139.5,2129,1980.5,1730.5
"H186","Keratokonus",2139.5,2129,1980.5,1730.5
"H187","Sonstige Hornhautdeformitäten",2139.5,2129,1980.5,1730.5
"H188","Sonstige näher bezeichnete Affektionen der Hornhaut",2139.5,2129,1980.5,1730.5
"H200","Akute und subakute Iridozyklitis",2139.5,2129,1980.5,1730.5
"H201","Chronische Iridozyklitis",2139.5,2129,1980.5,1730.5
"H208","Sonstige Iridozyklitis",2139.5,2129,1980.5,1730.5
"H209","Iridozyklitis, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"H210","Hyphäma",2139.5,2129,1980.5,1730.5
"H214","Pupillarmembranen",2139.5,2129,1980.5,1730.5
"H218","Sonstige näher bezeichnete Affektionen der Iris und des Ziliarkörpers",2139.5,2129,1980.5,1730.5
"H250","Cataracta senilis incipiens",2139.5,2129,1980.5,1730.5
"H260","Infantile, juvenile und präsenile Katarakt",2139.5,2129,1980.5,1730.5
"H261","Cataracta traumatica",2139.5,2129,1980.5,1730.5
"H270","Aphakie",2139.5,2129,1980.5,1730.5
"H271","Luxation der Linse",2139.5,2129,1980.5,1730.5
"H278","Sonstige näher bezeichnete Affektionen der Linse",2139.5,2129,1980.5,1730.5
"H301","Disseminierte Chorioretinitis",2139.5,2129,1980.5,1730.5
"H302","Cyclitis posterior",2139.5,2129,1980.5,1730.5
"H309","Chorioretinitis, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"H313","Blutung und Ruptur der Aderhaut",2139.5,2129,1980.5,1730.5
"H314","Ablatio chorioideae",2139.5,2129,1980.5,1730.5
"H333","Netzhautriss ohne Netzhautablösung",2139.5,2129,1980.5,1730.5
"H334","Traktionsablösung der Netzhaut",2139.5,2129,1980.5,1730.5
"H335","Sonstige Netzhautablösungen",2139.5,2129,1980.5,1730.5
"H348","Sonstiger Netzhautgefäßverschluss",2139.5,2129,1980.5,1730.5
"H349","Netzhautgefäßverschluss, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"H350","Retinopathien des Augenhintergrundes und Veränderungen der Netzhautgefäße",2139.5,2129,1980.5,1730.5
"H352","Sonstige proliferative Retinopathie",2139.5,2129,1980.5,1730.5
"H356","Netzhautblutung",2139.5,2129,1980.5,1730.5
"H357","Abhebung von Netzhautschichten",2139.5,2129,1980.5,1730.5
"H402","Primäres Engwinkelglaukom",2139.5,2129,1980.5,1730.5
"H404","Glaukom (sekundär) nach Entzündung des Auges",2139.5,2129,1980.5,1730.5
"H431","Glaskörperblutung",2139.5,2129,1980.5,1730.5
"H433","Sonstige Glaskörpertrübungen",2139.5,2129,1980.5,1730.5
"H438","Sonstige Affektionen des Glaskörpers",2139.5,2129,1980.5,1730.5
"H440","Purulente Endophthalmitis",2139.5,2129,1980.5,1730.5
"H444","Hypotonia bulbi",2139.5,2129,1980.5,1730.5
"H445","Degenerationszustände des Augapfels",2139.5,2129,1980.5,1730.5
"H447","Verbliebener (alter) amagnetischer intraokularer Fremdkörper",2139.5,2129,1980.5,1730.5
"H471","Stauungspapille, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"H472","Optikusatrophie",2139.5,2129,1980.5,1730.5
"H473","Sonstige Affektionen der Papille",2139.5,2129,1980.5,1730.5
"H490","Lähmung des N. oculomotorius [III. Hirnnerv]",2139.5,2129,1980.5,1730.5
"H492","Lähmung des N. abducens [VI. Hirnnerv]",2139.5,2129,1980.5,1730.5
"H500","Strabismus concomitans convergens",2139.5,2129,1980.5,1730.5
"H505","Heterophorie",2139.5,2129,1980.5,1730.5
"H508","Sonstiger näher bezeichneter Strabismus",2139.5,2129,1980.5,1730.5
"H522","Astigmatismus",2139.5,2129,1980.5,1730.5
"H524","Presbyopie",2139.5,2129,1980.5,1730.5
"H531","Subjektive Sehstörungen",2139.5,2129,1980.5,1730.5
"H533","Sonstige Störungen des binokularen Sehens",2139.5,2129,1980.5,1730.5
"H538","Sonstige Sehstörungen",2139.5,2129,1980.5,1730.5
"H539","Sehstörung, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"H540","Blindheit und hochgradige Sehbehinderung, binokular",2139.5,2129,1980.5,1730.5
"H544","Blindheit und hochgradige Sehbehinderung, monokular",2139.5,2129,1980.5,1730.5
"H545","Schwere Sehbeeinträchtigung, monokular",2139.5,2129,1980.5,1730.5
"H549","Nicht näher bezeichnete Sehbeeinträchtigung (binokular)",2139.5,2129,1980.5,1730.5
"H55","Nystagmus und sonstige abnorme Augenbewegungen",2139.5,2129,1980.5,1730.5
"H571","Augenschmerzen",2139.5,2129,1980.5,1730.5
"H578","Sonstige näher bezeichnete Affektionen des Auges und der Augenanhangsgebilde",2139.5,2129,1980.5,1730.5
"H598","Sonstige Affektionen des Auges und der Augenanhangsgebilde nach medizinischen Maßnahmen",2139.5,2129,1980.5,1730.5
"H602","Otitis externa maligna",2139.5,2129,1980.5,1730.5
"H604","Cholesteatom im äußeren Ohr",2139.5,2129,1980.5,1730.5
"H605","Akute Otitis externa, nichtinfektiös",2139.5,2129,1980.5,1730.5
"H613","Erworbene Stenose des äußeren Gehörganges",2139.5,2129,1980.5,1730.5
"H652","Chronische seröse Otitis media",2139.5,2129,1980.5,1730.5
"H653","Chronische muköse Otitis media",2139.5,2129,1980.5,1730.5
"H654","Sonstige chronische nichteitrige Otitis media",2139.5,2129,1980.5,1730.5
"H660","Akute eitrige Otitis media",2139.5,2129,1980.5,1730.5
"H662","Chronische epitympanale Otitis media",2139.5,2129,1980.5,1730.5
"H664","Eitrige Otitis media, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"H669","Otitis media, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"H698","Sonstige näher bezeichnete Krankheiten der Tuba auditiva",2139.5,2129,1980.5,1730.5
"H701","Chronische Mastoiditis",2139.5,2129,1980.5,1730.5
"H702","Petrositis",2139.5,2129,1980.5,1730.5
"H71","Cholesteatom des Mittelohres",2139.5,2129,1980.5,1730.5
"H729","Trommelfellperforation, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"H738","Sonstige näher bezeichnete Krankheiten des Trommelfells",2139.5,2129,1980.5,1730.5
"H741","Otitis media adhaesiva",2139.5,2129,1980.5,1730.5
"H742","Kontinuitätsunterbrechung oder Dislokation der Gehörknöchelchenkette",2139.5,2129,1980.5,1730.5
"H800","Otosklerose mit Beteiligung der Fenestra vestibuli, nichtobliterierend",2139.5,2129,1980.5,1730.5
"H809","Otosklerose, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"H814","Schwindel zentralen Ursprungs",2139.5,2129,1980.5,1730.5
"H832","Funktionsstörung des Labyrinths",2139.5,2129,1980.5,1730.5
"H901","Einseitiger Hörverlust durch Schallleitungsstörung bei nicht eingeschränktem Hörvermögen der anderen Seite",2139.5,2129,1980.5,1730.5
"H902","Hörverlust durch Schallleitungsstörung, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"H903","Beidseitiger Hörverlust durch Schallempfindungsstörung",2139.5,2129,1980.5,1730.5
"H904","Einseitiger Hörverlust durch Schallempfindungsstörung bei nicht eingeschränktem Hörvermögen der anderen Seite",2139.5,2129,1980.5,1730.5
"H905","Hörverlust durch Schallempfindungsstörung, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"H906","Kombinierter beidseitiger Hörverlust durch Schallleitungs- und Schallempfindungsstörung",2139.5,2129,1980.5,1730.5
"H910","Ototoxischer Hörverlust",2139.5,2129,1980.5,1730.5
"H918","Sonstiger näher bezeichneter Hörverlust",2139.5,2129,1980.5,1730.5
"H919","Hörverlust, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"H920","Otalgie",2139.5,2129,1980.5,1730.5
"H922","Blutung aus dem äußeren Gehörgang",2139.5,2129,1980.5,1730.5
"H933","Krankheiten des N. vestibulocochlearis [VIII. Hirnnerv]",2139.5,2129,1980.5,1730.5
"H950","Rezidivierendes Cholesteatom in der Mastoidhöhle nach Mastoidektomie",2139.5,2129,1980.5,1730.5
"H951","Sonstige Krankheiten nach Mastoidektomie",2139.5,2129,1980.5,1730.5
"I010","Akute rheumatische Perikarditis",2139.5,2129,1980.5,1730.5
"I011","Akute rheumatische Endokarditis",2139.5,2129,1980.5,1730.5
"I050","Mitralklappenstenose",2139.5,2129,1980.5,1730.5
"I051","Rheumatische Mitralklappeninsuffizienz",2139.5,2129,1980.5,1730.5
"I052","Mitralklappenstenose mit Insuffizienz",2139.5,2129,1980.5,1730.5
"I058","Sonstige Mitralklappenkrankheiten",2139.5,2129,1980.5,1730.5
"I059","Mitralklappenkrankheit, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"I062","Rheumatische Aortenklappenstenose mit Insuffizienz",2139.5,2129,1980.5,1730.5
"I071","Trikuspidalklappeninsuffizienz",2139.5,2129,1980.5,1730.5
"I080","Krankheiten der Mitral- und Aortenklappe, kombiniert",2139.5,2129,1980.5,1730.5
"I082","Krankheiten der Aorten- und Trikuspidalklappe, kombiniert",2139.5,2129,1980.5,1730.5
"I088","Sonstige Krankheiten mehrerer Herzklappen",2139.5,2129,1980.5,1730.5
"I120","Hypertensive Nierenkrankheit mit Niereninsuffizienz",2139.5,2129,1980.5,1730.5
"I130","Hypertensive Herz- und Nierenkrankheit mit (kongestiver) Herzinsuffizienz",2139.5,2129,1980.5,1730.5
"I150","Renovaskuläre Hypertonie",2139.5,2129,1980.5,1730.5
"I151","Hypertonie als Folge von sonstigen Nierenkrankheiten",2139.5,2129,1980.5,1730.5
"I152","Hypertonie als Folge von endokrinen Krankheiten",2139.5,2129,1980.5,1730.5
"I158","Sonstige sekundäre Hypertonie",2139.5,2129,1980.5,1730.5
"I159","Sekundäre Hypertonie, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"I220","Rezidivierender Myokardinfarkt der Vorderwand",2139.5,2129,1980.5,1730.5
"I221","Rezidivierender Myokardinfarkt der Hinterwand",2139.5,2129,1980.5,1730.5
"I229","Rezidivierender Myokardinfarkt an nicht näher bezeichneter Lokalisation",2139.5,2129,1980.5,1730.5
"I230","Hämoperikard als akute Komplikation nach akutem Myokardinfarkt",2139.5,2129,1980.5,1730.5
"I233","Ruptur der Herzwand ohne Hämoperikard als akute Komplikation nach akutem Myokardinfarkt",2139.5,2129,1980.5,1730.5
"I238","Sonstige akute Komplikationen nach akutem Myokardinfarkt",2139.5,2129,1980.5,1730.5
"I241","Postmyokardinfarkt-Syndrom",2139.5,2129,1980.5,1730.5
"I249","Akute ischämische Herzkrankheit, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"I253","Herz (-Wand) -Aneurysma",2139.5,2129,1980.5,1730.5
"I258","Sonstige Formen der chronischen ischämischen Herzkrankheit",2139.5,2129,1980.5,1730.5
"I278","Sonstige näher bezeichnete pulmonale Herzkrankheiten",2139.5,2129,1980.5,1730.5
"I288","Sonstige näher bezeichnete Krankheiten der Lungengefäße",2139.5,2129,1980.5,1730.5
"I301","Infektiöse Perikarditis",2139.5,2129,1980.5,1730.5
"I308","Sonstige Formen der akuten Perikarditis",2139.5,2129,1980.5,1730.5
"I309","Akute Perikarditis, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"I311","Chronische konstriktive Perikarditis",2139.5,2129,1980.5,1730.5
"I312","Hämoperikard, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"I313","Perikarderguss (nichtentzündlich)",2139.5,2129,1980.5,1730.5
"I319","Krankheit des Perikards, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"I339","Akute Endokarditis, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"I342","Nichtrheumatische Mitralklappenstenose",2139.5,2129,1980.5,1730.5
"I348","Sonstige nichtrheumatische Mitralklappenkrankheiten",2139.5,2129,1980.5,1730.5
"I368","Sonstige nichtrheumatische Trikuspidalklappenkrankheiten",2139.5,2129,1980.5,1730.5
"I371","Pulmonalklappeninsuffizienz",2139.5,2129,1980.5,1730.5
"I372","Pulmonalklappenstenose mit Insuffizienz",2139.5,2129,1980.5,1730.5
"I38","Endokarditis, Herzklappe nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"I400","Infektiöse Myokarditis",2139.5,2129,1980.5,1730.5
"I401","Isolierte Myokarditis",2139.5,2129,1980.5,1730.5
"I424","Endokardfibroelastose",2139.5,2129,1980.5,1730.5
"I425","Sonstige restriktive Kardiomyopathie",2139.5,2129,1980.5,1730.5
"I427","Kardiomyopathie durch Arzneimittel oder sonstige exogene Substanzen",2139.5,2129,1980.5,1730.5
"I440","Atrioventrikulärer Block 1. Grades",2139.5,2129,1980.5,1730.5
"I443","Sonstiger und nicht näher bezeichneter atrioventrikulärer Block",2139.5,2129,1980.5,1730.5
"I444","Linksanteriorer Faszikelblock",2139.5,2129,1980.5,1730.5
"I446","Sonstiger und nicht näher bezeichneter Faszikelblock",2139.5,2129,1980.5,1730.5
"I451","Sonstiger und nicht näher bezeichneter Rechtsschenkelblock",2139.5,2129,1980.5,1730.5
"I452","Bifaszikulärer Block",2139.5,2129,1980.5,1730.5
"I453","Trifaszikulärer Block",2139.5,2129,1980.5,1730.5
"I459","Kardiale Erregungsleitungsstörung, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"I461","Plötzlicher Herztod, so beschrieben",2139.5,2129,1980.5,1730.5
"I492","AV-junktionale Extrasystolie",2139.5,2129,1980.5,1730.5
"I510","Herzseptumdefekt, erworben",2139.5,2129,1980.5,1730.5
"I511","Ruptur der Chordae tendineae, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"I514","Myokarditis, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"I515","Myokarddegeneration",2139.5,2129,1980.5,1730.5
"I518","Sonstige ungenau bezeichnete Herzkrankheiten",2139.5,2129,1980.5,1730.5
"I601","Subarachnoidalblutung, von der A. cerebri media ausgehend",2139.5,2129,1980.5,1730.5
"I603","Subarachnoidalblutung, von der A. communicans posterior ausgehend",2139.5,2129,1980.5,1730.5
"I607","Subarachnoidalblutung, von nicht näher bezeichneter intrakranieller Arterie ausgehend",2139.5,2129,1980.5,1730.5
"I609","Subarachnoidalblutung, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"I614","Intrazerebrale Blutung in das Kleinhirn",2139.5,2129,1980.5,1730.5
"I621","Nichttraumatische extradurale Blutung",2139.5,2129,1980.5,1730.5
"I629","Intrakranielle Blutung (nichttraumatisch), nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"I636","Hirninfarkt durch Thrombose der Hirnvenen, nichteitrig",2139.5,2129,1980.5,1730.5
"I650","Verschluss und Stenose der A. vertebralis",2139.5,2129,1980.5,1730.5
"I653","Verschluss und Stenose mehrerer und beidseitiger präzerebraler Arterien",2139.5,2129,1980.5,1730.5
"I660","Verschluss und Stenose der A. cerebri media",2139.5,2129,1980.5,1730.5
"I662","Verschluss und Stenose der A. cerebri posterior",2139.5,2129,1980.5,1730.5
"I663","Verschluss und Stenose der Aa. cerebelli",2139.5,2129,1980.5,1730.5
"I668","Verschluss und Stenose sonstiger zerebraler Arterien",2139.5,2129,1980.5,1730.5
"I670","Dissektion zerebraler Arterien",2139.5,2129,1980.5,1730.5
"I674","Hypertensive Enzephalopathie",2139.5,2129,1980.5,1730.5
"I676","Nichteitrige Thrombose des intrakraniellen Venensystems",2139.5,2129,1980.5,1730.5
"I677","Zerebrale Arteriitis, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"I679","Zerebrovaskuläre Krankheit, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"I691","Folgen einer intrazerebralen Blutung",2139.5,2129,1980.5,1730.5
"I692","Folgen einer sonstigen nichttraumatischen intrakraniellen Blutung",2139.5,2129,1980.5,1730.5
"I694","Folgen eines Schlaganfalls, nicht als Blutung oder Infarkt bezeichnet",2139.5,2129,1980.5,1730.5
"I701","Atherosklerose der Nierenarterie",2139.5,2129,1980.5,1730.5
"I708","Atherosklerose sonstiger Arterien",2139.5,2129,1980.5,1730.5
"I709","Generalisierte und nicht näher bezeichnete Atherosklerose",2139.5,2129,1980.5,1730.5
"I713","Aneurysma der Aorta abdominalis, rupturiert",2139.5,2129,1980.5,1730.5
"I715","Aortenaneurysma, thorakoabdominal, rupturiert",2139.5,2129,1980.5,1730.5
"I719","Aortenaneurysma nicht näher bezeichneter Lokalisation, ohne Angabe einer Ruptur",2139.5,2129,1980.5,1730.5
"I722","Aneurysma und Dissektion der Nierenarterie",2139.5,2129,1980.5,1730.5
"I723","Aneurysma und Dissektion der A. iliaca",2139.5,2129,1980.5,1730.5
"I725","Aneurysma und Dissektion sonstiger präzerebraler Arterien",2139.5,2129,1980.5,1730.5
"I726","Aneurysma und Dissektion der A. vertebralis",2139.5,2129,1980.5,1730.5
"I738","Sonstige näher bezeichnete periphere Gefäßkrankheiten",2139.5,2129,1980.5,1730.5
"I739","Periphere Gefäßkrankheit, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"I740","Embolie und Thrombose der Aorta abdominalis",2139.5,2129,1980.5,1730.5
"I741","Embolie und Thrombose sonstiger und nicht näher bezeichneter Abschnitte der Aorta",2139.5,2129,1980.5,1730.5
"I745","Embolie und Thrombose der A. iliaca",2139.5,2129,1980.5,1730.5
"I748","Embolie und Thrombose sonstiger Arterien",2139.5,2129,1980.5,1730.5
"I749","Embolie und Thrombose nicht näher bezeichneter Arterie",2139.5,2129,1980.5,1730.5
"I770","Arteriovenöse Fistel, erworben",2139.5,2129,1980.5,1730.5
"I771","Arterienstriktur",2139.5,2129,1980.5,1730.5
"I775","Arteriennekrose",2139.5,2129,1980.5,1730.5
"I776","Arteriitis, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"I778","Sonstige näher bezeichnete Krankheiten der Arterien und Arteriolen",2139.5,2129,1980.5,1730.5
"I780","Hereditäre hämorrhagische Teleangiektasie",2139.5,2129,1980.5,1730.5
"I809","Thrombose, Phlebitis und Thrombophlebitis nicht näher bezeichneter Lokalisation",2139.5,2129,1980.5,1730.5
"I823","Embolie und Thrombose der Nierenvene",2139.5,2129,1980.5,1730.5
"I828","Embolie und Thrombose sonstiger näher bezeichneter Venen",2139.5,2129,1980.5,1730.5
"I861","Skrotumvarizen",2139.5,2129,1980.5,1730.5
"I862","Beckenvarizen",2139.5,2129,1980.5,1730.5
"I864","Magenvarizen",2139.5,2129,1980.5,1730.5
"I871","Venenkompression",2139.5,2129,1980.5,1730.5
"I872","Venöse Insuffizienz (chronisch) (peripher)",2139.5,2129,1980.5,1730.5
"I878","Sonstige näher bezeichnete Venenkrankheiten",2139.5,2129,1980.5,1730.5
"I880","Unspezifische mesenteriale Lymphadenitis",2139.5,2129,1980.5,1730.5
"I881","Chronische Lymphadenitis, ausgenommen mesenterial",2139.5,2129,1980.5,1730.5
"I889","Unspezifische Lymphadenitis, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"I891","Lymphangitis",2139.5,2129,1980.5,1730.5
"I950","Idiopathische Hypotonie",2139.5,2129,1980.5,1730.5
"I972","Lymphödem nach Mastektomie",2139.5,2129,1980.5,1730.5
"I979","Kreislaufkomplikation nach medizinischer Maßnahme, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"I99","Sonstige und nicht näher bezeichnete Krankheiten des Kreislaufsystems",2139.5,2129,1980.5,1730.5
"J00","Akute Rhinopharyngitis [Erkältungsschnupfen]",2139.5,2129,1980.5,1730.5
"J011","Akute Sinusitis frontalis",2139.5,2129,1980.5,1730.5
"J013","Akute Sinusitis sphenoidalis",2139.5,2129,1980.5,1730.5
"J014","Akute Pansinusitis",2139.5,2129,1980.5,1730.5
"J018","Sonstige akute Sinusitis",2139.5,2129,1980.5,1730.5
"J019","Akute Sinusitis, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"J030","Streptokokken-Tonsillitis",2139.5,2129,1980.5,1730.5
"J038","Akute Tonsillitis durch sonstige näher bezeichnete Erreger",2139.5,2129,1980.5,1730.5
"J041","Akute Tracheitis",2139.5,2129,1980.5,1730.5
"J060","Akute Laryngopharyngitis",2139.5,2129,1980.5,1730.5
"J068","Sonstige akute Infektionen an mehreren Lokalisationen der oberen Atemwege",2139.5,2129,1980.5,1730.5
"J09","Grippe durch bestimmte nachgewiesene Influenzaviren",2139.5,2129,1980.5,1730.5
"J108","Grippe mit sonstigen Manifestationen, sonstige Influenzaviren nachgewiesen",2139.5,2129,1980.5,1730.5
"J110","Grippe mit Pneumonie, Viren nicht nachgewiesen",2139.5,2129,1980.5,1730.5
"J111","Grippe mit sonstigen Manifestationen an den Atemwegen, Viren nicht nachgewiesen",2139.5,2129,1980.5,1730.5
"J118","Grippe mit sonstigen Manifestationen, Viren nicht nachgewiesen",2139.5,2129,1980.5,1730.5
"J121","Pneumonie durch Respiratory-Syncytial-Viren [RS-Viren]",2139.5,2129,1980.5,1730.5
"J122","Pneumonie durch Parainfluenzaviren",2139.5,2129,1980.5,1730.5
"J129","Viruspneumonie, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"J152","Pneumonie durch Staphylokokken",2139.5,2129,1980.5,1730.5
"J155","Pneumonie durch Escherichia coli",2139.5,2129,1980.5,1730.5
"J156","Pneumonie durch andere gramnegative Bakterien",2139.5,2129,1980.5,1730.5
"J160","Pneumonie durch Chlamydien",2139.5,2129,1980.5,1730.5
"J168","Pneumonie durch sonstige näher bezeichnete Infektionserreger",2139.5,2129,1980.5,1730.5
"J200","Akute Bronchitis durch Mycoplasma pneumoniae",2139.5,2129,1980.5,1730.5
"J201","Akute Bronchitis durch Haemophilus influenzae",2139.5,2129,1980.5,1730.5
"J202","Akute Bronchitis durch Streptokokken",2139.5,2129,1980.5,1730.5
"J205","Akute Bronchitis durch Respiratory-Syncytial-Viren [RS-Viren]",2139.5,2129,1980.5,1730.5
"J206","Akute Bronchitis durch Rhinoviren",2139.5,2129,1980.5,1730.5
"J218","Akute Bronchiolitis durch sonstige näher bezeichnete Erreger",2139.5,2129,1980.5,1730.5
"J219","Akute Bronchiolitis, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"J301","Allergische Rhinopathie durch Pollen",2139.5,2129,1980.5,1730.5
"J304","Allergische Rhinopathie, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
